x, y
0.29973,0.07287
0.3002,0.06574
0.30114,0.05861
0.30208,0.05149
0.30255,0.04436
0.30395,0.03723
0.30442,0.0301
0.30583,0.02298
0.30724,0.01585
0.30911,0.0016
0.30911,0.00872
0.31052,0.01051
0.31146,0.01763
0.3124,0.02476
0.31334,0.03189
0.31474,0.03901
0.31615,0.04614
0.31944,0.05327
0.32084,0.04792
0.32178,0.04079
0.32272,0.03367
0.32366,0.02654
0.326,0.02031
0.32976,0.01763
0.33304,0.02476
0.33633,0.02743
0.34008,0.02387
0.34383,0.02031
0.34759,0.02298
0.35134,0.02565
0.35509,0.02565
0.35885,0.01941
0.3626,0.0212
0.36635,0.02387
0.37011,0.02298
0.37386,0.01941
0.37761,0.0212
0.38137,0.02387
0.38512,0.02743
0.38887,0.031
0.39263,0.03278
0.39638,0.03278
0.40013,0.03456
0.40389,0.03723
0.40764,0.03634
0.41139,0.03367
0.41515,0.03189
0.4189,0.031
0.42265,0.0301
0.42641,0.02832
0.43016,0.02743
0.43391,0.02743
0.43767,0.02565
0.44142,0.02565
0.44518,0.02387
0.44893,0.02298
0.45268,0.02298
0.45644,0.02298
0.46019,0.0212
0.46394,0.02031
0.4677,0.02031
0.47145,0.02031
0.4752,0.02031
0.47896,0.01941
0.48271,0.01852
0.48646,0.01674
0.49022,0.01674
0.49397,0.01674
0.49772,0.01674
0.50148,0.01674
0.50523,0.01852
0.50898,0.01763
0.51274,0.01763
0.51649,0.01852
0.52024,0.0212
0.524,0.02298
0.52775,0.02565
0.5315,0.02832
0.53526,0.03278
0.53901,0.03723
0.54276,0.04436
0.54652,0.05149
0.5498,0.05861
0.55215,0.06574
0.55449,0.07287
0.55637,0.07999
0.55872,0.08712
0.56059,0.09425
0.562,0.10137
0.56388,0.1085
0.56575,0.11563
0.56716,0.12275
0.56857,0.12988
0.57076,0.13539
0.57214,0.14091
0.57349,0.14694
0.5742,0.15393
0.57654,0.16106
0.57795,0.16819
0.57983,0.17531
0.58217,0.18244
0.58452,0.18957
0.5864,0.19669
0.58874,0.20382
0.59109,0.21095
0.5939,0.21807
0.59672,0.2252
0.59953,0.23233
0.60282,0.23946
0.60657,0.24658
0.61033,0.25193
0.61408,0.25727
0.61783,0.26173
0.62159,0.26618
0.62534,0.26974
0.62909,0.27064
0.63285,0.27331
0.6366,0.27509
0.64035,0.27687
0.64411,0.27776
0.64786,0.27776
0.65161,0.27776
0.65537,0.27954
0.65912,0.28043
0.66287,0.28133
0.66663,0.28133
0.67038,0.28222
0.67413,0.28222
0.67789,0.28222
0.68131,0.28112
0.68527,0.28106
0.68908,0.28129
0.69249,0.28308
0.69633,0.28409
0.70029,0.28512
