x, y
0.32921,0.04433
0.33167,0.04433
0.32676,0.04649
0.33413,0.04649
0.33658,0.04649
0.33904,0.04865
0.34215,0.05289
0.3243,0.05298
0.3448,0.05911
0.30957,0.05948
0.32185,0.05948
0.31202,0.06164
0.30711,0.06381
0.31939,0.06597
0.31448,0.06814
0.31693,0.0703
0.34702,0.07314
0.30465,0.07463
0.34872,0.08367
0.3022,0.08545
0.30023,0.09628
0.34984,0.09628
0.57284,0.10061
0.58512,0.10061
0.57039,0.10277
0.5753,0.10277
0.57775,0.10277
0.58266,0.10277
0.58758,0.10277
0.56056,0.10494
0.56302,0.10494
0.56547,0.10494
0.56793,0.10494
0.58021,0.10494
0.59003,0.10494
0.35132,0.1071
0.55811,0.1071
0.55565,0.10927
0.59249,0.10927
0.55074,0.11143
0.55319,0.11143
0.59494,0.11143
0.54828,0.11576
0.5974,0.11576
0.35328,0.11792
0.54583,0.11792
0.59986,0.11792
0.54337,0.12009
0.60231,0.12225
0.53846,0.12442
0.54091,0.12442
0.60477,0.12442
0.35476,0.12875
0.536,0.12875
0.60722,0.12875
0.53355,0.13308
0.60968,0.13308
0.53109,0.13524
0.61214,0.13741
0.35574,0.13957
0.52863,0.14174
0.61459,0.14174
0.52618,0.14607
0.61705,0.14607
0.3577,0.14823
0.52372,0.14823
0.6195,0.15039
0.36016,0.15472
0.52127,0.15472
0.62196,0.15472
0.51881,0.15905
0.62442,0.15905
0.62687,0.16122
0.36261,0.16338
0.62933,0.16338
0.51635,0.16555
0.63178,0.16555
0.5139,0.16988
0.63424,0.16988
0.36507,0.17204
0.51144,0.17421
0.63669,0.17421
0.36753,0.17637
0.50899,0.17854
0.63915,0.17854
0.36998,0.1807
0.64161,0.18286
0.50653,0.18503
0.37327,0.18604
0.64406,0.18936
0.50408,0.19152
0.3763,0.1922
0.64652,0.19585
0.50162,0.19802
0.37784,0.20235
0.64897,0.20451
0.3803,0.20668
0.49916,0.20668
0.49671,0.21101
0.65143,0.21317
0.38177,0.2175
0.49425,0.2175
0.4918,0.22399
0.65389,0.22399
0.38423,0.22832
0.48934,0.23049
0.65634,0.23482
0.48688,0.23698
0.38619,0.23915
0.48443,0.24348
0.6588,0.24564
0.38766,0.24997
0.48197,0.25213
0.66076,0.25646
0.47952,0.25863
0.38963,0.26079
0.47706,0.26296
0.66224,0.26729
0.4746,0.26945
0.39159,0.27162
0.47215,0.27595
0.6642,0.27811
0.39356,0.28244
0.46969,0.2846
0.66567,0.28893
0.46724,0.2911
0.39601,0.29326
0.46478,0.29759
0.46232,0.29976
0.66813,0.29976
0.39847,0.30192
0.45987,0.30409
0.40093,0.30842
0.45741,0.30842
0.6701,0.31058
0.40338,0.31491
0.45496,0.31491
0.40584,0.31924
0.4525,0.31924
0.67206,0.3214
0.40829,0.32357
0.42794,0.32357
0.4304,0.32357
0.44759,0.32357
0.45005,0.32357
0.41075,0.32573
0.41321,0.32573
0.42303,0.32573
0.42549,0.32573
0.43285,0.32573
0.43531,0.32573
0.43777,0.32573
0.44268,0.32573
0.44513,0.32573
0.42057,0.3279
0.44022,0.3279
0.41566,0.33006
0.41812,0.33006
0.67452,0.33223
0.67697,0.34305
0.67894,0.35387
0.68139,0.3647
0.68385,0.37336
0.6863,0.37985
0.6891,0.38355
0.69213,0.3901
0.69518,0.39361
0.6981,0.40081
0.70107,0.40316
