wavelength (nm),Red 2 
0.400884766,0.156422
0.405888672,0.173911
0.410896851,0.180843
0.415909332,0.195635
0.42092614700000003,0.207143
0.425947266,0.214369
0.430972687,0.222381
0.436002411,0.228698
0.441036438,0.23124
0.44607479899999997,0.234844
0.451117432,0.236376
0.456164398,0.237752
0.46121566799999997,0.238055
0.46627124,0.238034
0.471331116,0.237817
0.47639532500000004,0.235805
0.481463806,0.232456
0.486536621,0.228493
0.491613739,0.225537
0.49669515999999997,0.222981
0.501780914,0.221362
0.506870941,0.219721
0.511965302,0.216924
0.5170639650000001,0.212801
0.522166931,0.208347
0.52727417,0.206706
0.532385742,0.207815
0.537501648,0.211619
0.5426218260000001,0.217499
0.547746338,0.223864
0.552875183,0.228147
0.558008301,0.230819
0.563145691,0.230542
0.568287415,0.23208
0.573433472,0.235014
0.578583862,0.2458
0.583738525,0.261884
0.5888974610000001,0.283244
0.59406073,0.306561
0.599228333,0.331799
0.604400208,0.352377
0.609576416,0.375688
0.6147569580000001,0.391836
0.619941772,0.408054
0.625130859,0.424262
0.6303242800000001,0.434765
0.635522034,0.443863
0.64072406,0.452028
0.64593042,0.459543
0.651141113,0.465553
0.656356079,0.471049
0.661575378,0.474257
0.66679895,0.480945
0.6720268549999999,0.485515
0.677259033,0.489131
0.682495544,0.492974
0.687736389,0.495745
0.692981506,0.497451
0.698230957,0.501643
0.70348468,0.504213
0.708742737,0.506447
0.714005127,0.511317
0.71927179,0.513739
0.724542725,0.517214
0.729818054,0.521277
0.7350975949999999,0.522221
0.740381531,0.526014
0.745669739,0.525998
0.750962219,0.530393
0.756259094,0.537738
0.761560181,0.543826
0.7668656620000001,0.544744
0.7721754150000001,0.550019
0.7774894410000001,0.555637
0.7828078,0.556674
0.788130493,0.561802
0.793457458,0.568704
0.7987887570000001,0.575849
0.804124329,0.578153
0.809464233,0.583966
0.8148084720000001,0.586479
0.820156982,0.595551
0.825509827,0.600412
0.830866943,0.608886
0.8362283939999999,0.609583
0.841594116,0.612678
0.846964172,0.613495
0.852338562,0.625438
0.857717224,0.627579
0.8631002200000001,0.625636
0.8684875489999999,0.637897
0.8738791499999999,0.641947
0.879275024,0.636824
0.8846752320000001,0.642675
0.8900797730000001,0.644889
0.895488586,0.647889
0.900901733,0.648667
0.906319214,0.651724
0.911740967,0.657565
0.9171669920000001,0.665338
0.922597351,0.667586
0.9280320430000001,0.665325
0.9334710690000001,0.670724
0.9389143679999999,0.679672
0.944361938,0.67195
0.949813843,0.673154
0.955270081,0.683586
0.960730591,0.685823
0.9661954349999999,0.6839
0.971664612,0.682076
0.977138062,0.689287
0.9826157839999999,0.684267
0.988097839,0.687293
0.9935842290000001,0.696385
0.9990749510000001,0.667425
1.004859985,0.708465
1.010460022,0.712102
1.016059998,0.7162609999999999
1.021659973,0.7192569999999999
1.02725,0.72328
1.032849976,0.7262270000000001
1.038449951,0.729358
1.044050049,0.732471
1.049640015,0.736326
1.05523999,0.7392529999999999
1.060829956,0.741965
1.066420044,0.743897
1.07201001,0.746945
1.077609985,0.748821
1.083199951,0.750819
1.088790039,0.754405
1.094369995,0.756898
1.099959961,0.7586510000000001
1.1055500489999999,0.761273
