x, y
0.30219,0.05196
0.30514,0.05845
0.30809,0.05845
0.31103,0.05629
0.31398,0.04763
0.31692,0.04547
0.31987,0.04547
0.32282,0.04547
0.32576,0.04547
0.32871,0.0433
0.33165,0.0433
0.3346,0.04547
0.33754,0.04547
0.34049,0.0498
0.34344,0.05196
0.34638,0.05412
0.34933,0.05629
0.35227,0.05629
0.35522,0.05629
0.35817,0.05412
0.36111,0.05196
0.36406,0.0498
0.367,0.0498
0.36995,0.04763
0.37289,0.04763
0.37584,0.0433
0.37879,0.0433
0.38173,0.0433
0.38468,0.0433
0.38762,0.04547
0.39057,0.04547
0.39352,0.04763
0.39646,0.04763
0.39941,0.04763
0.40235,0.04763
0.4053,0.0498
0.40824,0.0498
0.41119,0.0498
0.41414,0.0498
0.41708,0.0498
0.42003,0.04763
0.42297,0.04763
0.42592,0.04763
0.42887,0.04547
0.43181,0.04547
0.43476,0.04547
0.4377,0.04547
0.44065,0.0433
0.4436,0.04547
0.44654,0.04547
0.44949,0.04547
0.45243,0.0433
0.45538,0.04547
0.45832,0.04547
0.46127,0.04547
0.46422,0.04547
0.46716,0.04547
0.47011,0.04547
0.47305,0.04547
0.476,0.0433
0.47895,0.0433
0.48189,0.04114
0.48484,0.04114
0.48778,0.04114
0.49073,0.04114
0.49367,0.03897
0.49662,0.03681
0.49957,0.03681
0.50251,0.03681
0.50546,0.03681
0.5084,0.03681
0.51135,0.03681
0.5143,0.03681
0.51724,0.03681
0.52019,0.03464
0.52313,0.03248
0.52608,0.03248
0.52903,0.03248
0.53197,0.03248
0.53492,0.03248
0.53786,0.03248
0.54081,0.03248
0.54375,0.03031
0.5467,0.03031
0.54965,0.03031
0.55259,0.03031
0.55554,0.03031
0.55848,0.03031
0.56143,0.03031
0.56438,0.03031
0.56732,0.03031
0.57027,0.03031
0.57321,0.03031
0.57616,0.03031
0.5791,0.03031
0.58205,0.03031
0.585,0.03031
0.58794,0.03031
0.59089,0.03031
0.59383,0.03248
0.59678,0.03248
0.59973,0.03248
0.60267,0.03248
0.60562,0.03464
0.60856,0.03681
0.61151,0.03681
0.61446,0.03681
0.6174,0.03681
0.62035,0.03897
0.62329,0.03897
0.62624,0.04114
0.62918,0.04114
0.63213,0.04114
0.63508,0.04114
0.63802,0.04114
0.64097,0.0433
0.64391,0.0433
0.64686,0.04547
0.64981,0.04763
0.65275,0.0498
0.6557,0.05196
0.65864,0.05629
0.66159,0.05629
0.66453,0.05845
0.66748,0.06278
0.67043,0.06495
0.67337,0.06495
0.67632,0.06711
0.67926,0.06928
0.68221,0.07144
0.68516,0.07144
0.68808,0.07123
0.69149,0.07361
0.69471,0.07423
0.69774,0.0748
0.70089,0.0748
