x, y
0.28135,0.08845
0.28275,0.09505
0.30139,0.08657
0.30466,0.08469
0.30512,0.07809
0.30605,0.0715
0.30652,0.0649
0.30745,0.05831
0.30838,0.05171
0.30932,0.04512
0.31211,0.04512
0.31538,0.05077
0.31771,0.05736
0.31953,0.06186
0.32097,0.05736
0.32283,0.05077
0.32423,0.04417
0.32749,0.04229
0.33076,0.04512
0.33309,0.05171
0.33495,0.05831
0.33635,0.0649
0.33881,0.0693
0.34057,0.07624
0.34222,0.08227
0.34352,0.08914
0.34461,0.09548
0.34557,0.10227
0.34627,0.10875
0.34647,0.11579
0.34731,0.12182
0.34818,0.12927
0.34876,0.13557
0.34964,0.14223
0.35016,0.14944
0.35114,0.15599
0.35189,0.16358
0.35221,0.16897
0.35266,0.17419
0.35359,0.18078
0.35453,0.18738
0.35499,0.19397
0.35639,0.20057
0.35732,0.20716
0.35872,0.21376
0.36012,0.22035
0.36245,0.22695
0.36431,0.23354
0.36618,0.24014
0.36851,0.24673
0.37037,0.25333
0.37264,0.25929
0.37477,0.26548
0.37659,0.27221
0.37831,0.2778
0.37932,0.28259
0.37969,0.28725
0.38109,0.29384
0.38202,0.30044
0.38342,0.30703
0.38529,0.31363
0.38715,0.32022
0.38902,0.32682
0.39181,0.33341
0.39507,0.33906
0.39834,0.34001
0.4016,0.34095
0.40486,0.33906
0.40812,0.33435
0.41139,0.3287
0.41465,0.32587
0.41791,0.32305
0.42117,0.32116
0.42444,0.31834
0.4277,0.31834
0.43096,0.32116
0.43422,0.32682
0.43656,0.33341
0.43842,0.34001
0.44028,0.3466
0.44168,0.3532
0.44308,0.35979
0.44448,0.36639
0.44634,0.37298
0.44774,0.37958
0.44961,0.38617
0.45194,0.39277
0.45427,0.39936
0.45753,0.40407
0.46079,0.40596
0.46405,0.40501
0.46732,0.40596
0.47058,0.40596
0.47384,0.40596
0.4771,0.40501
0.48037,0.40313
0.48363,0.40313
0.48689,0.39936
0.49015,0.39559
0.49342,0.39277
0.49668,0.389
0.49994,0.38617
0.5032,0.3824
0.50647,0.37958
0.50973,0.37675
0.51253,0.37204
0.51579,0.36921
0.51905,0.36733
0.52231,0.3645
0.52558,0.36073
0.52884,0.35508
0.5321,0.35037
0.53536,0.34566
0.53863,0.34001
0.54189,0.33529
0.54515,0.33058
0.54841,0.32399
0.55168,0.32022
0.55494,0.31645
0.5582,0.31363
0.56146,0.31174
0.56473,0.3108
0.56799,0.31174
0.57125,0.31174
0.57451,0.31363
0.57778,0.31551
0.58104,0.31645
0.5843,0.31928
0.58756,0.32305
0.59083,0.32682
0.59409,0.33153
0.59735,0.33624
0.60061,0.34189
0.60388,0.34472
0.60714,0.34754
0.6104,0.34943
0.61366,0.3532
0.61693,0.35508
0.62019,0.35508
0.62345,0.35791
0.62671,0.35791
0.62998,0.35885
0.63324,0.35979
0.6365,0.35979
0.63976,0.35979
0.64303,0.35979
0.64629,0.35979
0.64955,0.35979
0.65282,0.35979
0.65608,0.35979
0.65934,0.35979
0.6626,0.35979
0.66587,0.35979
0.66913,0.35979
0.67239,0.36073
0.67565,0.36073
0.67892,0.36073
0.68218,0.36073
0.68544,0.36262
0.68912,0.36321
0.692,0.36503
0.69461,0.36681
0.69749,0.36706
0.70045,0.36685
