x, y
0.30346,0.02909
0.3072,0.03253
0.31095,0.03597
0.31469,0.03425
0.31843,0.04112
0.32218,0.03768
0.32592,0.03081
0.32967,0.02565
0.33341,0.02909
0.33715,0.02909
0.3409,0.03081
0.34464,0.03425
0.34839,0.04112
0.35213,0.048
0.35587,0.05143
0.35962,0.05315
0.36336,0.05659
0.3671,0.05831
0.37085,0.05831
0.37459,0.05831
0.37834,0.06003
0.38208,0.06175
0.38582,0.06518
0.38957,0.0669
0.39331,0.0669
0.39706,0.0669
0.4008,0.0669
0.40454,0.0669
0.40829,0.0669
0.41203,0.06346
0.41577,0.06175
0.41952,0.06175
0.42326,0.06175
0.42701,0.06175
0.43075,0.06518
0.43449,0.0669
0.43824,0.0669
0.44198,0.0669
0.44573,0.06862
0.44947,0.06862
0.45321,0.06862
0.45696,0.06862
0.4607,0.06862
0.46445,0.07034
0.46819,0.06862
0.47193,0.06862
0.47568,0.06862
0.47942,0.06862
0.48316,0.06862
0.48691,0.06862
0.49065,0.06862
0.4944,0.06862
0.49814,0.06862
0.50188,0.0669
0.50563,0.0669
0.50937,0.0669
0.51312,0.0669
0.51686,0.0669
0.5206,0.0669
0.52435,0.0669
0.52809,0.0669
0.53183,0.0669
0.53558,0.0669
0.53932,0.0669
0.54307,0.0669
0.54681,0.0669
0.55055,0.0669
0.5543,0.0669
0.55804,0.0669
0.56179,0.0669
0.56553,0.06862
0.56927,0.06862
0.57302,0.06862
0.57676,0.07034
0.58051,0.07034
0.58425,0.07206
0.58799,0.07206
0.59174,0.07206
0.59548,0.07378
0.59922,0.07378
0.60297,0.07378
0.60671,0.07721
0.61046,0.07721
0.6142,0.07893
0.61794,0.08065
0.62169,0.08065
0.62543,0.08237
0.62918,0.08237
0.63292,0.08409
0.63666,0.08409
0.64041,0.08581
0.64415,0.08753
0.64789,0.08924
0.65164,0.08924
0.65538,0.08924
0.65913,0.08924
0.66287,0.09096
0.66661,0.09096
0.67036,0.09268
0.6741,0.0944
0.67785,0.0944
0.68116,0.09531
0.68451,0.09529
0.68837,0.09787
0.69213,0.09823
0.69606,0.09864
0.69958,0.09961
