x, y
0.30041,0.08838
0.30134,0.08367
0.30227,0.07896
0.30321,0.07426
0.3046,0.06955
0.306,0.06484
0.3074,0.06013
0.30833,0.05543
0.31066,0.05637
0.313,0.06108
0.31533,0.0639
0.31766,0.06296
0.31999,0.06013
0.32232,0.05543
0.32418,0.05166
0.32652,0.05166
0.32885,0.0526
0.33118,0.05637
0.33351,0.06108
0.33537,0.06578
0.33677,0.07049
0.33817,0.0752
0.3391,0.07991
0.34004,0.08461
0.3405,0.08932
0.34097,0.09403
0.34143,0.09874
0.3419,0.10344
0.34237,0.10815
0.34283,0.11286
0.34377,0.11757
0.34423,0.12698
0.34423,0.12227
0.3447,0.13169
0.34516,0.1411
0.34516,0.1364
0.3461,0.15523
0.3461,0.15052
0.3461,0.14581
0.34656,0.15993
0.34703,0.16464
0.34749,0.16935
0.34796,0.17406
0.34843,0.18347
0.34843,0.17876
0.34889,0.19289
0.34889,0.18818
0.34983,0.2023
0.34983,0.19759
0.35029,0.21172
0.35029,0.20701
0.35122,0.21642
0.35169,0.22113
0.35216,0.22584
0.35262,0.23525
0.35262,0.23055
0.35309,0.23996
0.35356,0.24467
0.35402,0.24938
0.35449,0.25408
0.35495,0.25879
0.35542,0.2635
0.35589,0.26821
0.35682,0.27291
0.35729,0.28233
0.35729,0.27762
0.35822,0.28704
0.35868,0.29174
0.35915,0.29645
0.36008,0.30116
0.36148,0.30587
0.36241,0.31057
0.36381,0.31528
0.36474,0.31999
0.36708,0.3247
0.36847,0.3294
0.37081,0.33411
0.37314,0.33694
0.375,0.34164
0.37687,0.34635
0.37826,0.35106
0.38013,0.35577
0.38199,0.36047
0.38386,0.36518
0.38572,0.36989
0.38805,0.3746
0.39039,0.37742
0.39272,0.38024
0.39505,0.38213
0.39738,0.38307
0.39971,0.38307
0.40204,0.38213
0.40437,0.38119
0.4067,0.37836
0.40903,0.37554
0.41137,0.37177
0.4137,0.368
0.41603,0.36518
0.41836,0.36141
0.42069,0.35859
0.42255,0.35388
0.42489,0.34917
0.42722,0.34541
0.42955,0.34164
0.43188,0.33694
0.43421,0.33223
0.43514,0.32752
0.43701,0.32281
0.43841,0.31811
0.4398,0.3134
0.4412,0.30869
0.4426,0.30398
0.444,0.29928
0.44493,0.29457
0.44633,0.28986
0.4482,0.28515
0.44959,0.28045
0.45099,0.27574
0.45239,0.27103
0.45426,0.26632
0.45565,0.26162
0.45659,0.25691
0.45752,0.2522
0.45892,0.24749
0.45985,0.24279
0.46125,0.23808
0.46218,0.23337
0.46358,0.22866
0.46451,0.22396
0.46591,0.21925
0.46731,0.21454
0.46824,0.20983
0.46964,0.20513
0.47057,0.20042
0.47197,0.19571
0.4729,0.191
0.4743,0.1863
0.47524,0.18159
0.47663,0.17688
0.47757,0.17217
0.47897,0.16747
0.48083,0.16276
0.48223,0.15805
0.48456,0.15334
0.48689,0.14864
0.48922,0.14393
0.49155,0.13922
0.49388,0.13451
0.49621,0.13075
0.49855,0.12604
0.50088,0.12322
0.50321,0.12039
0.50554,0.11662
0.50787,0.1138
0.5102,0.11098
0.51253,0.10721
0.51486,0.10533
0.51719,0.1025
0.51953,0.10062
0.52186,0.09874
0.52419,0.09685
0.52652,0.09497
0.52885,0.09309
0.53118,0.09215
0.53351,0.09026
0.53584,0.08932
0.53817,0.08744
0.5405,0.0865
0.54284,0.0865
0.54517,0.08461
0.5475,0.08367
0.54983,0.08273
0.55216,0.08179
0.55449,0.08085
0.55682,0.07991
0.55915,0.07896
0.56148,0.07896
0.56381,0.07896
0.56615,0.07708
0.56848,0.07708
0.57081,0.07614
0.57314,0.0752
0.57547,0.0752
0.5778,0.0752
0.58013,0.0752
0.58246,0.0752
0.58479,0.07426
0.58713,0.07426
0.58946,0.07426
0.59179,0.07426
0.59412,0.07426
0.59645,0.07426
0.59878,0.07426
0.60111,0.07426
0.60344,0.07426
0.60577,0.07426
0.6081,0.07426
0.61044,0.07426
0.61277,0.07332
0.6151,0.07237
0.61743,0.07237
0.61976,0.07237
0.62209,0.07237
0.62442,0.07237
0.62675,0.07237
0.62908,0.07237
0.63141,0.07237
0.63375,0.07237
0.63608,0.07237
0.63841,0.07237
0.64074,0.07237
0.64307,0.07237
0.6454,0.07237
0.64773,0.07237
0.65006,0.07237
0.65239,0.07237
0.65473,0.07426
0.65706,0.07426
0.65939,0.07426
0.66172,0.07426
0.66405,0.07426
0.66638,0.07426
0.66871,0.07426
0.67104,0.07426
0.67337,0.07426
0.6757,0.07426
0.67804,0.0752
0.68037,0.0752
0.6827,0.0752
0.68559,0.07613
0.68851,0.07547
0.69172,0.0757
0.69497,0.0757
0.69786,0.07723
