wavelength (nm),ROI 2
0.400884766,0.077836
0.405888672,0.098319
0.410896851,0.115533
0.415909332,0.128295
0.42092614700000003,0.132412
0.425947266,0.139415
0.430972687,0.141331
0.436002411,0.145226
0.441036438,0.146443
0.44607479899999997,0.14694
0.451117432,0.146879
0.456164398,0.14765
0.46121566799999997,0.145855
0.46627124,0.145008
0.471331116,0.142961
0.47639532500000004,0.140765
0.481463806,0.13872
0.486536621,0.136098
0.491613739,0.133589
0.49669515999999997,0.130893
0.501780914,0.128076
0.506870941,0.125895
0.511965302,0.123424
0.5170639650000001,0.120695
0.522166931,0.117903
0.52727417,0.115098
0.532385742,0.112417
0.537501648,0.110402
0.5426218260000001,0.108181
0.547746338,0.105904
0.552875183,0.103732
0.558008301,0.102144
0.563145691,0.100595
0.568287415,0.098504
0.573433472,0.096649
0.578583862,0.094929
0.583738525,0.09336
0.5888974610000001,0.091711
0.59406073,0.089836
0.599228333,0.088842
0.604400208,0.086875
0.609576416,0.085486
0.6147569580000001,0.084034
0.619941772,0.082669
0.625130859,0.081569
0.6303242800000001,0.080606
0.635522034,0.080206
0.64072406,0.078586
0.64593042,0.077819
0.651141113,0.07731
0.656356079,0.076612
0.661575378,0.07561
0.66679895,0.075987
0.6720268549999999,0.075919
0.677259033,0.075953
0.682495544,0.075398
0.687736389,0.07678
0.692981506,0.076441
0.698230957,0.077492
0.70348468,0.077332
0.708742737,0.077752
0.714005127,0.077617
0.71927179,0.079622
0.724542725,0.079263
0.729818054,0.081105
0.7350975949999999,0.081242
0.740381531,0.083353
0.745669739,0.081953
0.750962219,0.083705
0.756259094,0.083976
0.761560181,0.084805
0.7668656620000001,0.085294
0.7721754150000001,0.084572
0.7774894410000001,0.084051
0.7828078,0.084872
0.788130493,0.086049
0.793457458,0.087964
0.7987887570000001,0.090807
0.804124329,0.092869
0.809464233,0.092856
0.8148084720000001,0.093801
0.820156982,0.095528
0.825509827,0.099056
0.830866943,0.100076
0.8362283939999999,0.103594
0.841594116,0.104701
0.846964172,0.106937
0.852338562,0.109505
0.857717224,0.112613
0.8631002200000001,0.113355
0.8684875489999999,0.114918
0.8738791499999999,0.118088
0.879275024,0.11822
0.8846752320000001,0.122066
0.8900797730000001,0.122744
0.895488586,0.125586
0.900901733,0.125343
0.906319214,0.129623
0.911740967,0.131722
0.9171669920000001,0.133845
0.922597351,0.138303
0.9280320430000001,0.137456
0.9334710690000001,0.139674
0.9389143679999999,0.146595
0.944361938,0.147131
0.949813843,0.147833
0.955270081,0.151531
0.960730591,0.149468
0.9661954349999999,0.155611
0.971664612,0.159206
0.977138062,0.156319
0.9826157839999999,0.167766
0.988097839,0.176848
0.9935842290000001,0.180648
0.9990749510000001,0.181991
1.004859985,0.197668
1.010460022,0.20238399999999998
1.016059998,0.206911
1.021659973,0.21171500000000001
1.02725,0.217212
1.032849976,0.22274499999999997
1.038449951,0.227875
1.044050049,0.233685
1.049640015,0.23894
1.05523999,0.244988
1.060829956,0.251178
1.066420044,0.257364
1.07201001,0.26335
1.077609985,0.268573
1.083199951,0.275617
1.088790039,0.28289200000000003
1.094369995,0.289767
1.099959961,0.29662
1.1055500489999999,0.304242
1.111140015,0.312391
1.116719971,0.319373
1.122310059,0.326936
1.127890015,0.334007
1.1334799800000002,0.34175700000000003
1.139060059,0.349165
1.144640015,0.357381
1.150219971,0.365322
1.155800049,0.373421
1.161390015,0.38166
1.166959961,0.388828
1.172540039,0.396825
1.178119995,0.405148
