wavelength (nm),White 1
0.400884766,0.318138
0.405888672,0.357261
0.410896851,0.384949
0.415909332,0.405235
0.42092614700000003,0.417166
0.425947266,0.427209
0.430972687,0.439125
0.436002411,0.45121
0.441036438,0.458286
0.44607479899999997,0.466475
0.451117432,0.471952
0.456164398,0.479263
0.46121566799999997,0.485115
0.46627124,0.490065
0.471331116,0.493529
0.47639532500000004,0.496769
0.481463806,0.500862
0.486536621,0.503247
0.491613739,0.50718
0.49669515999999997,0.510216
0.501780914,0.514162
0.506870941,0.515975
0.511965302,0.518189
0.5170639650000001,0.521061
0.522166931,0.522404
0.52727417,0.525937
0.532385742,0.529254
0.537501648,0.530251
0.5426218260000001,0.531868
0.547746338,0.535705
0.552875183,0.539485
0.558008301,0.542875
0.563145691,0.547254
0.568287415,0.551706
0.573433472,0.556054
0.578583862,0.562614
0.583738525,0.56824
0.5888974610000001,0.574994
0.59406073,0.584607
0.599228333,0.594369
0.604400208,0.603859
0.609576416,0.609202
0.6147569580000001,0.613188
0.619941772,0.616486
0.625130859,0.615846
0.6303242800000001,0.617482
0.635522034,0.616724
0.64072406,0.617795
0.64593042,0.618473
0.651141113,0.616983
0.656356079,0.618048
0.661575378,0.619294
0.66679895,0.620878
0.6720268549999999,0.622661
0.677259033,0.626394
0.682495544,0.629613
0.687736389,0.634845
0.692981506,0.64168
0.698230957,0.646642
0.70348468,0.654829
0.708742737,0.660271
0.714005127,0.668317
0.71927179,0.673468
0.724542725,0.678968
0.729818054,0.685806
0.7350975949999999,0.689845
0.740381531,0.690607
0.745669739,0.692633
0.750962219,0.699114
0.756259094,0.702139
0.761560181,0.702899
0.7668656620000001,0.705002
0.7721754150000001,0.702928
0.7774894410000001,0.703319
0.7828078,0.70604
0.788130493,0.704975
0.793457458,0.703849
0.7987887570000001,0.710557
0.804124329,0.709239
0.809464233,0.709506
0.8148084720000001,0.711769
0.820156982,0.713252
0.825509827,0.713613
0.830866943,0.71827
0.8362283939999999,0.714716
0.841594116,0.717554
0.846964172,0.718669
0.852338562,0.716524
0.857717224,0.720063
0.8631002200000001,0.720816
0.8684875489999999,0.720545
0.8738791499999999,0.723167
0.879275024,0.718534
0.8846752320000001,0.719439
0.8900797730000001,0.725227
0.895488586,0.720831
0.900901733,0.723154
0.906319214,0.722566
0.911740967,0.724086
0.9171669920000001,0.72342
0.922597351,0.722542
0.9280320430000001,0.722742
0.9334710690000001,0.724026
0.9389143679999999,0.717369
0.944361938,0.717013
0.949813843,0.722076
0.955270081,0.727324
0.960730591,0.722335
0.9661954349999999,0.722897
0.971664612,0.724296
0.977138062,0.723187
0.9826157839999999,0.713677
0.988097839,0.726867
0.9935842290000001,0.712155
0.9990749510000001,0.718901
1.004859985,0.744391
1.010460022,0.744654
1.016059998,0.745294
1.021659973,0.747488
1.02725,0.748367
1.032849976,0.749021
1.038449951,0.750063
1.044050049,0.751184
1.049640015,0.752538
1.05523999,0.753754
1.060829956,0.755038
1.066420044,0.75557
1.07201001,0.7567470000000001
1.077609985,0.757157
1.083199951,0.757727
1.088790039,0.758977
1.094369995,0.759981
1.099959961,0.760995
1.1055500489999999,0.761601
1.111140015,0.762883
1.116719971,0.7636
1.122310059,0.764385
1.127890015,0.764211
1.1334799800000002,0.765087
1.139060059,0.764996
1.144640015,0.764759
1.150219971,0.764892
1.155800049,0.7643439999999999
1.161390015,0.7640859999999999
1.166959961,0.763135
1.172540039,0.76363
1.178119995,0.764077
1.1836999510000001,0.763811
1.189280029,0.763803
1.194849976,0.764504
1.200430054,0.7651180000000001
1.206,0.765245
1.211579956,0.766383
1.217150024,0.7669630000000001
1.222719971,0.7676850000000001
1.228290039,0.769105
1.233869995,0.770285
1.239439941,0.7711680000000001
1.24501001,0.772544
1.250579956,0.773307
1.256150024,0.773559
1.261709961,0.774612
1.267280029,0.775274
1.272849976,0.7756460000000001
1.278410034,0.776093
1.28397998,0.776521
1.289550049,0.777798
1.295109985,0.777805
