wavelength (nm),ROI 1
0.400884766,0.082442
0.405888672,0.099958
0.410896851,0.113569
0.415909332,0.121381
0.42092614700000003,0.128911
0.425947266,0.132753
0.430972687,0.134358
0.436002411,0.134448
0.441036438,0.133697
0.44607479899999997,0.133532
0.451117432,0.131297
0.456164398,0.130093
0.46121566799999997,0.128567
0.46627124,0.125442
0.471331116,0.123295
0.47639532500000004,0.120885
0.481463806,0.119124
0.486536621,0.117069
0.491613739,0.114951
0.49669515999999997,0.113351
0.501780914,0.110786
0.506870941,0.108466
0.511965302,0.106116
0.5170639650000001,0.10276
0.522166931,0.099355
0.52727417,0.096454
0.532385742,0.093817
0.537501648,0.090752
0.5426218260000001,0.088009
0.547746338,0.086219
0.552875183,0.084655
0.558008301,0.083173
0.563145691,0.081789
0.568287415,0.080726
0.573433472,0.079704
0.578583862,0.077786
0.583738525,0.075915
0.5888974610000001,0.074464
0.59406073,0.072113
0.599228333,0.070322
0.604400208,0.069121
0.609576416,0.067993
0.6147569580000001,0.066399
0.619941772,0.065692
0.625130859,0.064612
0.6303242800000001,0.062906
0.635522034,0.061664
0.64072406,0.060918
0.64593042,0.060231
0.651141113,0.060221
0.656356079,0.059882
0.661575378,0.06001
0.66679895,0.06149
0.6720268549999999,0.063198
0.677259033,0.066042
0.682495544,0.069388
0.687736389,0.074075
0.692981506,0.082355
0.698230957,0.092428
0.70348468,0.108182
0.708742737,0.129757
0.714005127,0.159299
0.71927179,0.193562
0.724542725,0.232954
0.729818054,0.275691
0.7350975949999999,0.312702
0.740381531,0.342028
0.745669739,0.366889
0.750962219,0.388727
0.756259094,0.405532
0.761560181,0.416997
0.7668656620000001,0.425357
0.7721754150000001,0.434373
0.7774894410000001,0.440579
0.7828078,0.445887
0.788130493,0.45402
0.793457458,0.46052
0.7987887570000001,0.463441
0.804124329,0.470372
0.809464233,0.476615
0.8148084720000001,0.481817
0.820156982,0.487358
0.825509827,0.496191
0.830866943,0.497221
0.8362283939999999,0.503118
0.841594116,0.509007
0.846964172,0.516328
0.852338562,0.520529
0.857717224,0.521174
0.8631002200000001,0.525947
0.8684875489999999,0.531666
0.8738791499999999,0.541602
0.879275024,0.540658
0.8846752320000001,0.544388
0.8900797730000001,0.549549
0.895488586,0.550042
0.900901733,0.553703
0.906319214,0.559878
0.911740967,0.562823
0.9171669920000001,0.567593
0.922597351,0.569733
0.9280320430000001,0.575957
0.9334710690000001,0.579381
0.9389143679999999,0.584366
0.944361938,0.58591
0.949813843,0.58359
0.955270081,0.595648
0.960730591,0.587688
0.9661954349999999,0.59025
0.971664612,0.600907
0.977138062,0.608075
0.9826157839999999,0.606484
0.988097839,0.603886
0.9935842290000001,0.603857
0.9990749510000001,0.598984
1.004859985,0.621747
1.010460022,0.6255029999999999
1.016059998,0.630113
1.021659973,0.634004
1.02725,0.638328
1.032849976,0.641721
1.038449951,0.645893
1.044050049,0.649928
1.049640015,0.653312
1.05523999,0.6568579999999999
1.060829956,0.660783
1.066420044,0.664824
1.07201001,0.668245
1.077609985,0.671668
1.083199951,0.675416
1.088790039,0.679442
1.094369995,0.6834640000000001
1.099959961,0.6869390000000001
1.1055500489999999,0.690399
1.111140015,0.692852
1.116719971,0.695728
1.122310059,0.6979
1.127890015,0.6994819999999999
1.1334799800000002,0.6998310000000001
