wavelength (nm),Blue 2
0.400884766,0.105054
0.405888672,0.118081
0.410896851,0.12872
0.415909332,0.135858
0.42092614700000003,0.14478
0.425947266,0.148524
0.430972687,0.152023
0.436002411,0.153447
0.441036438,0.154733
0.44607479899999997,0.156556
0.451117432,0.156153
0.456164398,0.155695
0.46121566799999997,0.154935
0.46627124,0.152533
0.471331116,0.150038
0.47639532500000004,0.146177
0.481463806,0.144237
0.486536621,0.141811
0.491613739,0.138375
0.49669515999999997,0.135115
0.501780914,0.132331
0.506870941,0.129527
0.511965302,0.126593
0.5170639650000001,0.123628
0.522166931,0.120662
0.52727417,0.117955
0.532385742,0.114567
0.537501648,0.112418
0.5426218260000001,0.110092
0.547746338,0.107389
0.552875183,0.105139
0.558008301,0.102758
0.563145691,0.100747
0.568287415,0.098784
0.573433472,0.096735
0.578583862,0.095181
0.583738525,0.093107
0.5888974610000001,0.090678
0.59406073,0.088731
0.599228333,0.087513
0.604400208,0.086053
0.609576416,0.084589
0.6147569580000001,0.082947
0.619941772,0.081929
0.625130859,0.080822
0.6303242800000001,0.079456
0.635522034,0.078414
0.64072406,0.077401
0.64593042,0.076191
0.651141113,0.075749
0.656356079,0.075049
0.661575378,0.074134
0.66679895,0.073568
0.6720268549999999,0.072882
0.677259033,0.073426
0.682495544,0.073869
0.687736389,0.073109
0.692981506,0.073483
0.698230957,0.073688
0.70348468,0.073867
0.708742737,0.074607
0.714005127,0.075192
0.71927179,0.075606
0.724542725,0.075413
0.729818054,0.076239
0.7350975949999999,0.077059
0.740381531,0.076614
0.745669739,0.076981
0.750962219,0.077242
0.756259094,0.076096
0.761560181,0.07838
0.7668656620000001,0.079575
0.7721754150000001,0.078808
0.7774894410000001,0.080171
0.7828078,0.081429
0.788130493,0.083292
0.793457458,0.084594
0.7987887570000001,0.085063
0.804124329,0.087487
0.809464233,0.089576
0.8148084720000001,0.090281
0.820156982,0.092203
0.825509827,0.093678
0.830866943,0.095503
0.8362283939999999,0.097823
0.841594116,0.099298
0.846964172,0.10229
0.852338562,0.103232
0.857717224,0.105947
