wavelength (nm),Green 2
1489.530029,0.496532
1495.069946,0.49748100000000006
1500.619995,0.496993
1506.160034,0.498586
1511.709961,0.500837
1517.25,0.500171
1522.800049,0.504416
1528.339966,0.505391
1533.880005,0.508745
1539.420044,0.5092979999999999
1544.969971,0.51256
1550.51001,0.514757
1556.050049,0.518976
1561.589966,0.5237189999999999
1567.130005,0.5287970000000001
1572.670044,0.531216
1578.209961,0.53269
1583.75,0.5337
1589.290039,0.538928
1594.829956,0.543533
1600.369995,0.5508460000000001
1605.910034,0.556236
1611.439941,0.563882
1616.97998,0.5683020000000001
1622.52002,0.575821
1628.050049,0.5771890000000001
1633.589966,0.582034
1639.130005,0.5865640000000001
1644.660034,0.5887399999999999
1650.199951,0.590735
1655.72998,0.592893
1661.27002,0.5921350000000001
1666.800049,0.5920810000000001
1672.339966,0.587271
1677.869995,0.582795
1683.400024,0.5756100000000001
1688.939941,0.572755
1694.469971,0.565174
1700.0,0.561317
1705.540039,0.558565
1711.069946,0.555933
1716.599976,0.5541470000000001
1722.130005,0.5503170000000001
1727.660034,0.546327
1733.189941,0.543118
1738.72998,0.542147
1744.26001,0.541071
1749.790039,0.541037
1755.319946,0.542644
1760.849976,0.542658
1766.380005,0.543511
1771.910034,0.5445
1777.439941,0.545771
1782.959961,0.546916
1788.48999,0.5486989999999999
1794.02002,0.548732
1799.550049,0.55211
1805.079956,0.552769
1810.609985,0.554096
1816.140015,0.554546
1821.660034,0.554569
1827.189941,0.555289
1832.719971,0.556338
1838.25,0.558246
1843.77002,0.559941
1849.300049,0.562762
1854.829956,0.5651109999999999
1860.349976,0.564358
1865.880005,0.563012
1871.410034,0.5583
1876.930054,0.550475
1882.459961,0.542937
1887.98999,0.530408
1893.51001,0.50726
1899.040039,0.48135100000000003
1904.560059,0.448484
1910.089966,0.419501
1915.609985,0.394429
1921.140015,0.376107
1926.670044,0.362262
1932.189941,0.354098
1937.719971,0.34947399999999995
1943.23999,0.34882399999999997
1948.77002,0.351272
1954.290039,0.356406
1959.819946,0.361189
1965.339966,0.368212
1970.869995,0.374303
1976.390015,0.379698
1981.920044,0.38568600000000003
1987.439941,0.392567
1992.959961,0.398183
1998.48999,0.403018
2004.01001,0.406172
2009.540039,0.408369
2015.060059,0.407877
2020.589966,0.407271
2026.109985,0.40329899999999996
2031.640015,0.39812800000000004
2037.160034,0.390063
2042.689941,0.380461
2048.209961,0.36753
2053.72998,0.356604
2059.26001,0.34839000000000003
2064.780029,0.34735
2070.310059,0.350848
2075.830078,0.35802399999999995
2081.360107,0.365884
2086.879883,0.37351
2092.409912,0.378069
2097.929932,0.380245
2103.459961,0.379855
2108.97998,0.37853400000000004
2114.51001,0.375974
2120.030029,0.375286
2125.560059,0.373322
2131.080078,0.370658
2136.610107,0.366288
2142.129883,0.363032
2147.659912,0.35893
2153.179932,0.355792
2158.709961,0.35122600000000004
2164.22998,0.348248
2169.76001,0.345975
2175.280029,0.34538800000000003
2180.810059,0.344287
2186.340088,0.342816
2191.860107,0.339634
2197.389893,0.336095
2202.919922,0.332927
2208.439941,0.33164099999999996
2213.969971,0.333446
2219.5,0.340254
2225.02002,0.348992
2230.550049,0.359171
2236.080078,0.367255
2241.610107,0.369667
2247.129883,0.366732
2252.659912,0.359155
2258.189941,0.347222
2263.719971,0.336549
2269.25,0.33070700000000003
2274.77002,0.327778
2280.300049,0.32503200000000004
2285.830078,0.321017
2291.360107,0.31761
2296.889893,0.316313
2302.419922,0.317315
2307.949951,0.318689
2313.47998,0.320548
2319.01001,0.324898
2324.540039,0.327377
2330.070068,0.328955
2335.600098,0.329406
2341.129883,0.330279
2346.669922,0.33116799999999996
2352.199951,0.330755
2357.72998,0.330277
2363.26001,0.329741
2368.790039,0.327065
2374.330078,0.326286
2379.860107,0.32552800000000004
2385.389893,0.327191
2390.929932,0.329411
2396.459961,0.332477
2401.98999,0.334478
2407.530029,0.335088
2413.060059,0.332099
2418.600098,0.329205
2424.129883,0.327243
2429.669922,0.323656
2435.209961,0.319446
2440.73999,0.31431
2446.280029,0.306713
2451.820068,0.301369
2457.350098,0.29285500000000003
2462.889893,0.286407
2468.429932,0.281577
2473.969971,0.276294
2479.51001,0.27279899999999996
2485.050049,0.268493
2490.590088,0.26358000000000004
2496.129883,0.262273
2501.669922,0.26084
