wavelength (nm),Blue 2
400.884766,0.01978
405.888672,0.032559
410.896851,0.044838
415.909332,0.054013
420.926147,0.058763
425.947266,0.060853
430.972687,0.065115
436.002411,0.066836
441.036438,0.068836
446.074799,0.068505
451.117432,0.069528
456.164398,0.069671
461.215668,0.068624
466.27124,0.067214
471.331116,0.066096
476.395325,0.064563
481.463806,0.06326
486.536621,0.061634
491.613739,0.05985
496.69516,0.057709
501.780914,0.056031
506.870941,0.054579
511.965302,0.052796
517.063965,0.050588
522.166931,0.048912
527.27417,0.047542
532.385742,0.045549
537.501648,0.044313
542.621826,0.042913
547.746338,0.042227
552.875183,0.041058
558.008301,0.040014
563.145691,0.038764
568.287415,0.038464
573.433472,0.037368
578.583862,0.036873
583.738525,0.036172
588.897461,0.035287
594.06073,0.034884
599.228333,0.034229
604.400208,0.033726
609.576416,0.033442
614.756958,0.03274
619.941772,0.03252
625.130859,0.031921
630.32428,0.031741
635.522034,0.031393
640.72406,0.031236
645.93042,0.031113
651.141113,0.030485
656.356079,0.030848
661.575378,0.03075
666.79895,0.030741
672.026855,0.03073
677.259033,0.031429
682.495544,0.032246
687.736389,0.033464
692.981506,0.033536
698.230957,0.034602
703.48468,0.036219
708.742737,0.038152
714.005127,0.040234
719.27179,0.042584
724.542725,0.044634
729.818054,0.047527
735.097595,0.049534
740.381531,0.050241
745.669739,0.052071
750.962219,0.053184
756.259094,0.053566
761.5601810000001,0.055291
766.865662,0.055085
772.175415,0.056655
777.489441,0.056653
782.8078,0.056552
788.130493,0.058249
793.457458,0.060458
798.788757,0.06001
804.124329,0.061952
809.464233,0.061502
814.808472,0.063558
820.156982,0.065789
825.509827,0.065263
830.866943,0.065332
836.228394,0.068139
841.594116,0.070112
846.964172,0.069353
852.338562,0.071543
857.717224,0.072993
863.10022,0.074581
868.487549,0.074855
873.87915,0.077932
879.275024,0.078777
884.675232,0.080912
890.079773,0.082925
895.488586,0.081793
900.901733,0.08261
906.319214,0.085954
911.740967,0.087193
917.166992,0.088533
922.597351,0.091099
928.032043,0.092486
933.471069,0.092444
938.914368,0.096288
944.361938,0.097941
949.813843,0.101295
955.270081,0.101973
960.730591,0.101838
966.195435,0.105943
971.664612,0.105583
977.138062,0.111584
982.615784,0.111047
988.097839,0.115121
993.584229,0.115748
999.074951,0.124582
None,None
999.25,0.143627
1004.859985,0.147451
1010.460022,0.152529
1016.059998,0.156401
1021.659973,0.16068
1027.25,0.166016
1032.849976,0.170577
1038.449951,0.17639200000000002
1044.050049,0.180884
1049.640015,0.187192
1055.23999,0.19298800000000002
1060.829956,0.198353
1066.420044,0.204458
1072.01001,0.210642
1077.609985,0.217036
1083.199951,0.223592
1088.790039,0.23018400000000003
1094.369995,0.237258
1099.959961,0.244404
1105.550049,0.25201999999999997
1111.140015,0.25912399999999997
1116.719971,0.26707
1122.310059,0.274107
1127.890015,0.281681
1133.47998,0.289132
1139.060059,0.296437
1144.640015,0.303149
1150.219971,0.310019
1155.800049,0.317718
1161.390015,0.32387699999999997
1166.959961,0.33113400000000004
1172.540039,0.33801
1178.119995,0.344833
1183.699951,0.35215799999999997
1189.280029,0.359308
1194.849976,0.36688699999999996
1200.430054,0.374834
1206.0,0.38293499999999997
1211.579956,0.39121999999999996
1217.150024,0.39921599999999996
1222.719971,0.407941
1228.290039,0.416303
1233.869995,0.424572
1239.439941,0.433091
1245.01001,0.441097
1250.579956,0.449588
1256.150024,0.45734300000000006
1261.709961,0.465003
1267.280029,0.471642
1272.849976,0.47894499999999995
1278.410034,0.486397
1283.97998,0.494296
1289.550049,0.501698
1295.109985,0.508204
1300.670044,0.51539
1306.23999,0.522138
1311.800049,0.528001
1317.359985,0.5333060000000001
1322.920044,0.539047
1328.48999,0.543786
1334.050049,0.547779
1339.609985,0.551199
1345.160034,0.552467
1350.719971,0.553437
1356.280029,0.552817
1361.839966,0.55305
1367.400024,0.553493
1372.949951,0.5564939999999999
1378.51001,0.5554939999999999
1384.069946,0.5559850000000001
1389.619995,0.5538930000000001
1395.170044,0.549864
1400.72998,0.5447609999999999
1406.280029,0.537972
1411.839966,0.52772
1417.390015,0.521601
1422.939941,0.5151319999999999
1428.48999,0.512712
1434.040039,0.5101680000000001
1439.589966,0.510257
1445.140015,0.509436
1450.689941,0.510893
1456.23999,0.5114569999999999
1461.790039,0.512651
1467.339966,0.512971
1472.890015,0.514729
1478.430054,0.514763
1483.97998,0.515212
1489.530029,0.515205
1495.069946,0.513606
1500.619995,0.515458
1506.160034,0.520038
1511.709961,0.519936
1517.25,0.5238119999999999
1522.800049,0.525628
1528.339966,0.528937
1533.880005,0.529151
1539.420044,0.533989
1544.969971,0.536623
1550.51001,0.541226
1556.050049,0.5469310000000001
1561.589966,0.550442
1567.130005,0.551427
1572.670044,0.554733
1578.209961,0.5572590000000001
1583.75,0.5606899999999999
1589.290039,0.565489
1594.829956,0.5731109999999999
1600.369995,0.5800960000000001
1605.910034,0.585345
1611.439941,0.5909770000000001
1616.97998,0.595609
1622.52002,0.6005020000000001
1628.050049,0.6056600000000001
1633.589966,0.60853
1639.130005,0.612398
1644.660034,0.612576
1650.199951,0.615991
1655.72998,0.616555
1661.27002,0.613382
1666.800049,0.611196
1672.339966,0.604953
1677.869995,0.598493
1683.400024,0.5928899999999999
1688.939941,0.588006
1694.469971,0.584397
1700.0,0.582082
1705.540039,0.580601
1711.069946,0.57758
1716.599976,0.575038
1722.130005,0.570403
1727.660034,0.568497
1733.189941,0.567642
1738.72998,0.56803
