wavelength (nm),Red 1 
400.884766,0.073948
405.888672,0.086816
410.896851,0.096845
415.909332,0.101969
420.926147,0.10424
425.947266,0.105873
430.972687,0.107363
436.002411,0.107365
441.036438,0.108223
446.074799,0.109001
451.117432,0.108948
456.164398,0.108861
461.215668,0.109357
466.27124,0.109612
471.331116,0.110181
476.395325,0.108988
481.463806,0.109868
486.536621,0.109118
491.613739,0.109083
496.69516,0.109064
501.780914,0.109562
506.870941,0.110347
511.965302,0.110249
517.063965,0.110396
522.166931,0.110089
527.27417,0.110751
532.385742,0.111619
537.501648,0.112513
542.621826,0.113924
547.746338,0.115697
552.875183,0.117212
558.008301,0.121047
563.145691,0.126244
568.287415,0.134589
573.433472,0.146798
578.583862,0.165348
583.738525,0.192378
588.897461,0.227363
594.06073,0.273048
599.228333,0.322619
604.400208,0.367814
609.576416,0.40414
614.756958,0.430711
619.941772,0.448375
625.130859,0.458569
630.32428,0.465157
635.522034,0.472481
640.72406,0.476915
645.93042,0.479594
651.141113,0.481677
656.356079,0.483268
661.575378,0.48366
666.79895,0.48564
672.026855,0.48621
677.259033,0.486641
682.495544,0.486868
687.736389,0.490044
692.981506,0.491662
698.230957,0.492594
703.48468,0.490854
708.742737,0.491496
714.005127,0.492922
719.27179,0.493261
724.542725,0.492167
729.818054,0.491449
735.097595,0.492075
740.381531,0.494836
745.669739,0.494399
750.962219,0.49473
756.259094,0.495541
761.5601810000001,0.493924
766.865662,0.497635
772.175415,0.497221
777.489441,0.495515
782.8078,0.50122
788.130493,0.498177
793.457458,0.500638
798.788757,0.5088
804.124329,0.506871
809.464233,0.50913
814.808472,0.513623
820.156982,0.516034
825.509827,0.516633
830.866943,0.518716
836.228394,0.520547
841.594116,0.523349
846.964172,0.522403
852.338562,0.523742
857.717224,0.529818
863.10022,0.530156
868.487549,0.531073
873.87915,0.532503
879.275024,0.536273
884.675232,0.533925
890.079773,0.534913
895.488586,0.535595
900.901733,0.534135
906.319214,0.537581
911.740967,0.539625
917.166992,0.534394
922.597351,0.536539
928.032043,0.537837
933.471069,0.5387
938.914368,0.540122
944.361938,0.539723
949.813843,0.537312
955.270081,0.536496
960.730591,0.532041
966.195435,0.530555
971.664612,0.531288
977.138062,0.522608
982.615784,0.527768
988.097839,0.52739
993.584229,0.517761
999.074951,0.528154
None,None
999.25,0.555295
1004.859985,0.556538
1010.460022,0.557267
1016.059998,0.559608
1021.659973,0.560822
1027.25,0.561988
1032.849976,0.56416
1038.449951,0.564992
1044.050049,0.565844
1049.640015,0.566863
1055.23999,0.568764
1060.829956,0.569457
1066.420044,0.569966
1072.01001,0.570914
1077.609985,0.5717939999999999
1083.199951,0.5727909999999999
1088.790039,0.5743010000000001
1094.369995,0.5755100000000001
1099.959961,0.576548
1105.550049,0.578396
1111.140015,0.579403
1116.719971,0.579567
1122.310059,0.580285
1127.890015,0.5819270000000001
1133.47998,0.5826979999999999
1139.060059,0.583743
1144.640015,0.584717
1150.219971,0.585747
1155.800049,0.5871569999999999
1161.390015,0.587829
1166.959961,0.587947
1172.540039,0.589197
1178.119995,0.5905729999999999
1183.699951,0.5918
1189.280029,0.593593
1194.849976,0.594853
1200.430054,0.5958140000000001
1206,0.597141
1211.579956,0.5979720000000001
1217.150024,0.599827
1222.719971,0.600564
1228.290039,0.601888
1233.869995,0.602372
1239.439941,0.604222
1245.01001,0.6058060000000001
1250.579956,0.607259
1256.150024,0.608301
