wavelength (nm),Blue 1
1711.069946,0.622272
1716.599976,0.618366
1722.130005,0.614333
1727.660034,0.611119
1733.189941,0.60864
1738.72998,0.608701
1744.26001,0.6080260000000001
1749.790039,0.6078819999999999
1755.319946,0.6076739999999999
1760.849976,0.610055
1766.380005,0.6110479999999999
1771.910034,0.613295
1777.439941,0.614405
1782.959961,0.616117
1788.48999,0.616132
1794.02002,0.618382
1799.550049,0.619074
1805.079956,0.620775
1810.609985,0.622222
1816.140015,0.62361
1821.660034,0.624397
1827.189941,0.62663
1832.719971,0.627943
1838.25,0.629549
1843.77002,0.63269
1849.300049,0.634352
1854.829956,0.6350180000000001
1860.349976,0.633604
1865.880005,0.627572
1871.410034,0.618185
1876.930054,0.60905
1882.459961,0.5936
1887.98999,0.567861
1893.51001,0.5366850000000001
1899.040039,0.499738
1904.560059,0.468433
1910.089966,0.44219899999999995
1915.609985,0.423996
1921.140015,0.40926999999999997
1926.670044,0.401154
1932.189941,0.39616799999999996
1937.719971,0.39571799999999996
1943.23999,0.39779200000000003
1948.77002,0.40333600000000003
1954.290039,0.409089
1959.819946,0.416171
1965.339966,0.42299200000000003
1970.869995,0.43040500000000004
1976.390015,0.437546
1981.920044,0.44495500000000004
1987.439941,0.45092899999999997
1992.959961,0.45691800000000005
1998.48999,0.46011599999999997
2004.01001,0.461867
2009.540039,0.46027299999999993
2015.060059,0.457178
2020.589966,0.451345
2026.109985,0.444539
2031.640015,0.43252399999999996
2037.160034,0.418671
2042.689941,0.401188
2048.209961,0.386248
2053.72998,0.37440100000000004
2059.26001,0.372323
2064.780029,0.378794
2070.310059,0.389814
2075.830078,0.402296
2081.360107,0.41383400000000004
2086.879883,0.42096300000000003
2092.409912,0.423525
2097.929932,0.42273299999999997
2103.459961,0.42086999999999997
2108.97998,0.41846400000000006
2114.51001,0.416372
2120.030029,0.41350699999999996
2125.560059,0.407366
2131.080078,0.40210100000000004
2136.610107,0.39614
2142.129883,0.388843
2147.659912,0.382936
2153.179932,0.377108
2158.709961,0.373204
2164.22998,0.371113
2169.76001,0.36968
2175.280029,0.367919
2180.810059,0.36528099999999997
2186.340088,0.360764
2191.860107,0.356775
2197.389893,0.351598
2202.919922,0.34915100000000004
2208.439941,0.351953
2213.969971,0.35967
2219.5,0.372179
2225.02002,0.386408
2230.550049,0.39770700000000003
2236.080078,0.402963
2241.610107,0.39967600000000003
2247.129883,0.390042
2252.659912,0.37546199999999996
2258.189941,0.362688
2263.719971,0.35591
2269.25,0.353275
2274.77002,0.350122
2280.300049,0.346014
2285.830078,0.341675
2291.360107,0.341468
2296.889893,0.341055
2302.419922,0.343298
2307.949951,0.347273
2313.47998,0.35309
2319.01001,0.357217
2324.540039,0.358919
2330.070068,0.360428
2335.600098,0.360767
2341.129883,0.360618
2346.669922,0.359822
2352.199951,0.358815
2357.72998,0.357929
2363.26001,0.35689899999999997
2368.790039,0.355455
2374.330078,0.352533
2379.860107,0.354697
2385.389893,0.359742
2390.929932,0.366736
2396.459961,0.369116
2401.98999,0.369456
2407.530029,0.367078
2413.060059,0.365571
2418.600098,0.362345
2424.129883,0.359579
2429.669922,0.355697
2435.209961,0.350091
2440.73999,0.340594
2446.280029,0.334231
2451.820068,0.324706
2457.350098,0.317306
2462.889893,0.31117100000000003
2468.429932,0.305658
2473.969971,0.30144
2479.51001,0.296638
2485.050049,0.291541
2490.590088,0.287222
2496.129883,0.28583800000000004
2501.669922,0.283618
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
