wavelength (nm),White 1
1511.709961,0.810523
1517.25,0.812042
1522.800049,0.81402
1528.339966,0.814351
1533.880005,0.8134939999999999
1539.420044,0.813925
1544.969971,0.815438
1550.51001,0.8174140000000001
1556.050049,0.820325
1561.589966,0.8218200000000001
1567.130005,0.820673
1572.670044,0.8215110000000001
1578.209961,0.8207200000000001
1583.75,0.823528
1589.290039,0.823158
1594.829956,0.8243469999999999
1600.369995,0.826451
1605.910034,0.8303870000000001
1611.439941,0.8315469999999999
1616.97998,0.833665
1622.52002,0.83362
1628.050049,0.835557
1633.589966,0.8356610000000001
1639.130005,0.8362059999999999
1644.660034,0.836606
1650.199951,0.835959
1655.72998,0.8356129999999999
1661.27002,0.836559
1666.800049,0.833092
1672.339966,0.831074
1677.869995,0.8297610000000001
1683.400024,0.8268790000000001
1688.939941,0.823142
1694.469971,0.818941
1700,0.815343
1705.540039,0.814855
1711.069946,0.81248
1716.599976,0.81138
1722.130005,0.809773
1727.660034,0.807213
1733.189941,0.8043359999999999
1738.72998,0.803117
1744.26001,0.801719
1749.790039,0.799697
1755.319946,0.798268
1760.849976,0.797049
1766.380005,0.7970659999999999
1771.910034,0.79792
1777.439941,0.797195
1782.959961,0.7962130000000001
1788.48999,0.797607
1794.02002,0.798113
1799.550049,0.796184
1805.079956,0.796768
1810.609985,0.795509
1816.140015,0.795059
1821.660034,0.793654
1827.189941,0.7943640000000001
1832.719971,0.792447
1838.25,0.793029
1843.77002,0.795353
1849.300049,0.797031
1854.829956,0.797097
1860.349976,0.7963140000000001
1865.880005,0.793284
1871.410034,0.789432
1876.930054,0.7870689999999999
1882.459961,0.7833680000000001
1887.98999,0.774384
1893.51001,0.764279
1899.040039,0.749777
1904.560059,0.7342810000000001
1910.089966,0.719073
1915.609985,0.712842
1921.140015,0.706479
1926.670044,0.7025819999999999
1932.189941,0.698549
1937.719971,0.697059
1943.23999,0.6984899999999999
1948.77002,0.70093
1954.290039,0.702737
1959.819946,0.705624
1965.339966,0.708104
1970.869995,0.709802
1976.390015,0.714501
1981.920044,0.717816
1987.439941,0.719435
1992.959961,0.723121
1998.48999,0.725765
2004.01001,0.726881
2009.540039,0.728896
2015.060059,0.730755
2020.589966,0.7314229999999999
2026.109985,0.732558
2031.640015,0.733294
2037.160034,0.7333649999999999
2042.689941,0.731312
2048.209961,0.727765
2053.72998,0.723895
2059.26001,0.7225590000000001
2064.780029,0.720097
2070.310059,0.718638
2075.830078,0.715806
2081.360107,0.713598
2086.879883,0.71222
2092.409912,0.71243
2097.929932,0.7110350000000001
2103.459961,0.712036
2108.97998,0.713068
2114.51001,0.715956
2120.030029,0.718845
2125.560059,0.7205229999999999
2131.080078,0.722933
2136.610107,0.726052
2142.129883,0.726431
2147.659912,0.726183
2153.179932,0.726428
2158.709961,0.726194
2164.22998,0.7230810000000001
2169.76001,0.717733
2175.280029,0.714086
2180.810059,0.711782
2186.340088,0.7107140000000001
2191.860107,0.710114
2197.389893,0.7088949999999999
2202.919922,0.7084239999999999
2208.439941,0.707171
2213.969971,0.7067829999999999
2219.5,0.7063189999999999
2225.02002,0.704441
2230.550049,0.7019569999999999
2236.080078,0.698846
2241.610107,0.6924819999999999
2247.129883,0.685453
2252.659912,0.676059
2258.189941,0.664596
2263.719971,0.652975
2269.25,0.647437
2274.77002,0.6467470000000001
2280.300049,0.648385
2285.830078,0.647148
2291.360107,0.6431720000000001
2296.889893,0.632249
2302.419922,0.618187
2307.949951,0.601187
2313.47998,0.588427
2319.01001,0.579397
2324.540039,0.575034
2330.070068,0.580062
2335.600098,0.5899300000000001
2341.129883,0.6013569999999999
2346.669922,0.612785
2352.199951,0.619733
2357.72998,0.62475
2363.26001,0.629009
2368.790039,0.633506
2374.330078,0.636265
2379.860107,0.638315
2385.389893,0.639065
2390.929932,0.638699
2396.459961,0.638904
2401.98999,0.638378
2407.530029,0.635275
2413.060059,0.629142
2418.600098,0.625937
2424.129883,0.620588
2429.669922,0.614521
2435.209961,0.6082569999999999
2440.73999,0.600198
2446.280029,0.596291
2451.820068,0.591066
2457.350098,0.58394
2462.889893,0.57922
2468.429932,0.5740930000000001
2473.969971,0.569455
2479.51001,0.567946
2485.050049,0.5686720000000001
2490.590088,0.568579
2496.129883,0.568384
2501.669922,0.573765
