wavelength (nm),Red 2 
1644.660034,0.7795979999999999
1650.199951,0.781351
1655.72998,0.7816350000000001
1661.27002,0.782704
1666.800049,0.7814260000000001
1672.339966,0.7813829999999999
1677.869995,0.780224
1683.400024,0.777606
1688.939941,0.777047
1694.469971,0.771858
1700,0.7688659999999999
1705.540039,0.7651859999999999
1711.069946,0.764965
1716.599976,0.7644270000000001
1722.130005,0.762062
1727.660034,0.758966
1733.189941,0.75749
1738.72998,0.755004
1744.26001,0.754013
1749.790039,0.752025
1755.319946,0.751537
1760.849976,0.75042
1766.380005,0.75034
1771.910034,0.75061
1777.439941,0.7499359999999999
1782.959961,0.74917
1788.48999,0.750779
1794.02002,0.7498859999999999
1799.550049,0.748965
1805.079956,0.747825
1810.609985,0.7487659999999999
1816.140015,0.747577
1821.660034,0.748472
1827.189941,0.748739
1832.719971,0.749693
1838.25,0.7498
1843.77002,0.750884
1849.300049,0.7526649999999999
1854.829956,0.753921
1860.349976,0.7549520000000001
1865.880005,0.754867
1871.410034,0.7515109999999999
1876.930054,0.748591
1882.459961,0.746119
1887.98999,0.739584
1893.51001,0.726982
1899.040039,0.7126560000000001
1904.560059,0.694426
1910.089966,0.676529
1915.609985,0.660126
1921.140015,0.64777
1926.670044,0.637522
1932.189941,0.631837
1937.719971,0.629627
1943.23999,0.6294569999999999
1948.77002,0.630998
1954.290039,0.6352949999999999
1959.819946,0.640031
1965.339966,0.643927
1970.869995,0.648251
1976.390015,0.652733
1981.920044,0.657896
1987.439941,0.6625300000000001
1992.959961,0.666924
1998.48999,0.671722
2004.01001,0.6765100000000001
2009.540039,0.6797529999999999
2015.060059,0.682407
2020.589966,0.684327
2026.109985,0.684844
2031.640015,0.6835220000000001
2037.160034,0.681222
2042.689941,0.676496
2048.209961,0.67115
2053.72998,0.665929
2059.26001,0.658764
2064.780029,0.653453
2070.310059,0.647254
2075.830078,0.642081
2081.360107,0.6371399999999999
2086.879883,0.632745
2092.409912,0.630744
2097.929932,0.6290939999999999
2103.459961,0.627486
2108.97998,0.627854
2114.51001,0.628746
2120.030029,0.6317119999999999
2125.560059,0.637025
2131.080078,0.642915
2136.610107,0.647309
2142.129883,0.649744
2147.659912,0.650913
2153.179932,0.6534810000000001
2158.709961,0.654177
2164.22998,0.654
2169.76001,0.6523760000000001
2175.280029,0.652844
2180.810059,0.651259
2186.340088,0.651929
2191.860107,0.652449
2197.389893,0.652909
2202.919922,0.652383
2208.439941,0.653664
2213.969971,0.653852
2219.5,0.655017
2225.02002,0.655801
2230.550049,0.655702
2236.080078,0.654299
2241.610107,0.6511899999999999
2247.129883,0.645608
2252.659912,0.637849
2258.189941,0.625568
2263.719971,0.6119859999999999
2269.25,0.598017
2274.77002,0.587878
2280.300049,0.5852149999999999
2285.830078,0.586583
2291.360107,0.589117
2296.889893,0.5873
2302.419922,0.580337
2307.949951,0.569362
2313.47998,0.558335
2319.01001,0.54969
2324.540039,0.543679
2330.070068,0.5408270000000001
2335.600098,0.5401020000000001
2341.129883,0.544161
2346.669922,0.550523
2352.199951,0.555713
2357.72998,0.561952
2363.26001,0.565862
2368.790039,0.568581
2374.330078,0.5704130000000001
2379.860107,0.574393
2385.389893,0.5777
2390.929932,0.5792069999999999
2396.459961,0.578084
2401.98999,0.578175
2407.530029,0.5785170000000001
2413.060059,0.5748439999999999
2418.600098,0.570497
2424.129883,0.5658810000000001
2429.669922,0.560778
2435.209961,0.5534819999999999
2440.73999,0.545211
2446.280029,0.5358109999999999
2451.820068,0.5288470000000001
2457.350098,0.52098
2462.889893,0.511944
2468.429932,0.5019859999999999
2473.969971,0.492976
2479.51001,0.48567299999999997
2485.050049,0.479741
2490.590088,0.47641700000000003
2496.129883,0.477329
2501.669922,0.480861
