wavelength (nm),Green 1 
955.270081,0.706316
960.730591,0.70396
966.195435,0.701789
971.664612,0.691664
977.138062,0.699875
982.615784,0.698229
988.097839,0.692048
993.584229,0.686148
999.074951,0.676889
999.25,None
1004.859985,0.730676
1010.460022,0.732669
1016.059998,0.734271
1021.659973,0.734657
1027.25,0.737075
1032.849976,0.739123
1038.449951,0.741314
1044.050049,0.743279
1049.640015,0.745482
1055.23999,0.748035
1060.829956,0.749305
1066.420044,0.750674
1072.01001,0.753311
1077.609985,0.754605
1083.199951,0.756836
1088.790039,0.759286
1094.369995,0.7612140000000001
1099.959961,0.7631140000000001
1105.550049,0.7652
1111.140015,0.76677
1116.719971,0.76755
1122.310059,0.768405
1127.890015,0.768254
1133.47998,0.767537
1139.060059,0.765586
1144.640015,0.762322
1150.219971,0.760152
1155.800049,0.75672
1161.390015,0.753167
1166.959961,0.748699
1172.540039,0.745242
1178.119995,0.742242
1183.699951,0.739341
1189.280029,0.7361409999999999
1194.849976,0.7342310000000001
1200.430054,0.734391
1206.0,0.734434
1211.579956,0.7341949999999999
1217.150024,0.735352
1222.719971,0.736838
1228.290039,0.739308
1233.869995,0.7423350000000001
1239.439941,0.745636
1245.01001,0.747729
1250.579956,0.7508060000000001
1256.150024,0.753201
1261.709961,0.754929
1267.280029,0.756402
1272.849976,0.757033
1278.410034,0.758232
1283.97998,0.759629
1289.550049,0.762523
1295.109985,0.764891
1300.670044,0.766506
1306.23999,0.7680819999999999
1311.800049,0.768948
1317.359985,0.769699
1322.920044,0.770053
1328.48999,0.769061
1334.050049,0.767625
1339.609985,0.764356
1345.160034,0.761434
1350.719971,0.7568229999999999
1356.280029,0.750149
1361.839966,0.7415930000000001
1367.400024,0.734025
1372.949951,0.7290399999999999
1378.51001,0.726749
1384.069946,0.722581
1389.619995,0.7180449999999999
1395.170044,0.712213
1400.72998,0.701522
1406.280029,0.688519
1411.839966,0.672371
1417.390015,0.65381
1422.939941,0.636699
1428.48999,0.6202880000000001
1434.040039,0.609386
1439.589966,0.59933
1445.140015,0.594593
1450.689941,0.5910920000000001
1456.23999,0.587372
1461.790039,0.585234
1467.339966,0.5843470000000001
1472.890015,0.582038
1478.430054,0.5793229999999999
1483.97998,0.578458
1489.530029,0.576022
1495.069946,0.574708
1500.619995,0.572249
1506.160034,0.5727220000000001
1511.709961,0.5753560000000001
1517.25,0.576658
1522.800049,0.578659
1528.339966,0.58081
1533.880005,0.584106
1539.420044,0.583899
1544.969971,0.585912
1550.51001,0.588256
1556.050049,0.592705
1561.589966,0.600901
1567.130005,0.605572
1572.670044,0.606187
1578.209961,0.607854
1583.75,0.6111840000000001
1589.290039,0.616045
1594.829956,0.6220479999999999
1600.369995,0.6269979999999999
1605.910034,0.637854
1611.439941,0.646554
1616.97998,0.6552020000000001
1622.52002,0.659988
1628.050049,0.666528
1633.589966,0.6701010000000001
1639.130005,0.677121
1644.660034,0.681254
1650.199951,0.683188
1655.72998,0.684971
1661.27002,0.68492
1666.800049,0.6843319999999999
1672.339966,0.680096
1677.869995,0.6732520000000001
1683.400024,0.663552
1688.939941,0.657118
1694.469971,0.649278
1700.0,0.643576
1705.540039,0.640469
1711.069946,0.638113
1716.599976,0.635178
1722.130005,0.629426
1727.660034,0.6247560000000001
1733.189941,0.622186
1738.72998,0.619128
1744.26001,0.618531
1749.790039,0.6186229999999999
1755.319946,0.619812
1760.849976,0.620826
1766.380005,0.621546
1771.910034,0.622347
1777.439941,0.623325
1782.959961,0.625396
1788.48999,0.627213
1794.02002,0.628264
1799.550049,0.629622
1805.079956,0.6310319999999999
1810.609985,0.632648
1816.140015,0.632871
1821.660034,0.633394
1827.189941,0.6339600000000001
1832.719971,0.636386
1838.25,0.6380560000000001
1843.77002,0.640772
1849.300049,0.643385
1854.829956,0.6461399999999999
1860.349976,0.646197
1865.880005,0.645622
1871.410034,0.640465
1876.930054,0.631155
1882.459961,0.619973
1887.98999,0.603248
1893.51001,0.57572
1899.040039,0.541618
1904.560059,0.501183
1910.089966,0.465938
1915.609985,0.437101
1921.140015,0.415891
1926.670044,0.39920900000000004
1932.189941,0.390559
1937.719971,0.384869
1943.23999,0.384897
1948.77002,0.38765
1954.290039,0.39373800000000003
1959.819946,0.401199
1965.339966,0.409452
1970.869995,0.41802
1976.390015,0.425727
1981.920044,0.43366099999999996
1987.439941,0.442542
1992.959961,0.449354
1998.48999,0.45615900000000004
2004.01001,0.459463
2009.540039,0.46032
2015.060059,0.459225
2020.589966,0.45654799999999995
2026.109985,0.44981800000000005
2031.640015,0.44146
2037.160034,0.42847299999999994
2042.689941,0.41384499999999996
2048.209961,0.39521300000000004
2053.72998,0.378387
2059.26001,0.365111
2064.780029,0.361762
2070.310059,0.366557
2075.830078,0.37861100000000003
2081.360107,0.39073800000000003
2086.879883,0.40034200000000003
2092.409912,0.407047
2097.929932,0.410258
2103.459961,0.409675
2108.97998,0.408114
2114.51001,0.40512
2120.030029,0.402225
2125.560059,0.39882199999999995
2131.080078,0.395052
2136.610107,0.38903499999999996
2142.129883,0.383843
2147.659912,0.377742
2153.179932,0.371795
2158.709961,0.366694
2164.22998,0.36336
2169.76001,0.36170599999999997
2175.280029,0.361708
2180.810059,0.360427
2186.340088,0.35894899999999996
2191.860107,0.355001
2197.389893,0.350718
2202.919922,0.346467
2208.439941,0.34454
2213.969971,0.347042
2219.5,0.35638000000000003
2225.02002,0.36988699999999997
2230.550049,0.384758
2236.080078,0.396065
2241.610107,0.400916
2247.129883,0.396932
2252.659912,0.38695799999999997
2258.189941,0.371259
2263.719971,0.357756
2269.25,0.348154
2274.77002,0.344117
2280.300049,0.34081100000000003
2285.830078,0.336905
2291.360107,0.333022
2296.889893,0.331701
2302.419922,0.331862
2307.949951,0.334092
2313.47998,0.338012
2319.01001,0.343537
2324.540039,0.347271
2330.070068,0.34832399999999997
2335.600098,0.348802
2341.129883,0.34936
2346.669922,0.350116
2352.199951,0.350348
2357.72998,0.34933200000000003
2363.26001,0.348617
2368.790039,0.347021
2374.330078,0.344058
2379.860107,0.344328
2385.389893,0.346825
2390.929932,0.352815
2396.459961,0.358136
2401.98999,0.360471
2407.530029,0.360808
2413.060059,0.358398
2418.600098,0.356576
2424.129883,0.353771
2429.669922,0.351022
2435.209961,0.345411
2440.73999,0.338961
2446.280029,0.33069899999999997
2451.820068,0.321677
2457.350098,0.311818
2462.889893,0.304502
2468.429932,0.297865
2473.969971,0.292582
2479.51001,0.287434
2485.050049,0.281194
2490.590088,0.27760100000000004
2496.129883,0.273002
2501.669922,0.27115900000000004
