wavelength (nm),Blue 2
400.884766,0.105054
405.888672,0.118081
410.896851,0.12872
415.909332,0.135858
420.926147,0.14478
425.947266,0.148524
430.972687,0.152023
436.002411,0.153447
441.036438,0.154733
446.074799,0.156556
451.117432,0.156153
456.164398,0.155695
461.215668,0.154935
466.27124,0.152533
471.331116,0.150038
476.395325,0.146177
481.463806,0.144237
486.536621,0.141811
491.613739,0.138375
496.69516,0.135115
501.780914,0.132331
506.870941,0.129527
511.965302,0.126593
517.063965,0.123628
522.166931,0.120662
527.27417,0.117955
532.385742,0.114567
537.501648,0.112418
542.621826,0.110092
547.746338,0.107389
552.875183,0.105139
558.008301,0.102758
563.145691,0.100747
568.287415,0.098784
573.433472,0.096735
578.583862,0.095181
583.738525,0.093107
588.897461,0.090678
594.06073,0.088731
599.228333,0.087513
604.400208,0.086053
609.576416,0.084589
614.756958,0.082947
619.941772,0.081929
625.130859,0.080822
630.32428,0.079456
635.522034,0.078414
640.72406,0.077401
645.93042,0.076191
651.141113,0.075749
656.356079,0.075049
661.575378,0.074134
666.79895,0.073568
672.026855,0.072882
677.259033,0.073426
682.495544,0.073869
687.736389,0.073109
692.981506,0.073483
698.230957,0.073688
703.48468,0.073867
708.742737,0.074607
714.005127,0.075192
719.27179,0.075606
724.542725,0.075413
729.818054,0.076239
735.097595,0.077059
740.381531,0.076614
745.669739,0.076981
750.962219,0.077242
756.259094,0.076096
761.5601810000001,0.07838
766.865662,0.079575
772.175415,0.078808
777.489441,0.080171
782.8078,0.081429
788.130493,0.083292
793.457458,0.084594
798.788757,0.085063
804.124329,0.087487
809.464233,0.089576
814.808472,0.090281
820.156982,0.092203
825.509827,0.093678
830.866943,0.095503
836.228394,0.097823
841.594116,0.099298
846.964172,0.10229
852.338562,0.103232
857.717224,0.105947
863.10022,0.109119
868.487549,0.112383
873.87915,0.11548
879.275024,0.114746
884.675232,0.117034
890.079773,0.118947
895.488586,0.120085
900.901733,0.12304
906.319214,0.125788
911.740967,0.127988
917.166992,0.12977
922.597351,0.132495
928.032043,0.134532
933.471069,0.13923
938.914368,0.141272
944.361938,0.143256
949.813843,0.143796
955.270081,0.146893
960.730591,0.152275
966.195435,0.153376
971.664612,0.150593
977.138062,0.163067
982.615784,0.153632
988.097839,0.160184
993.584229,0.176784
999.074951,0.17368
None,None
999.25,0.202604
1004.859985,0.206715
1010.460022,0.21124600000000002
1016.059998,0.215998
1021.659973,0.2215
1027.25,0.226719
1032.849976,0.23170500000000002
1038.449951,0.237433
1044.050049,0.243088
1049.640015,0.248759
1055.23999,0.25463800000000003
1060.829956,0.261133
1066.420044,0.267752
1072.01001,0.273427
1077.609985,0.279829
1083.199951,0.286535
1088.790039,0.292973
1094.369995,0.300502
1099.959961,0.30790300000000004
1105.550049,0.314897
1111.140015,0.32303899999999997
1116.719971,0.330453
1122.310059,0.337882
1127.890015,0.345528
1133.47998,0.35330500000000004
1139.060059,0.361644
1144.640015,0.369796
1150.219971,0.37692
1155.800049,0.385393
1161.390015,0.392377
1166.959961,0.400185
1172.540039,0.40846
1178.119995,0.416419
1183.699951,0.42398100000000005
1189.280029,0.43149
1194.849976,0.438993
1200.430054,0.446604
1206,0.45417299999999994
1211.579956,0.4609
1217.150024,0.47011400000000003
1222.719971,0.47911400000000004
1228.290039,0.48868199999999995
1233.869995,0.49786400000000003
1239.439941,0.506424
1245.01001,0.514778
1250.579956,0.522887
1256.150024,0.530774
1261.709961,0.538945
1267.280029,0.546748
1272.849976,0.554355
1278.410034,0.562187
1283.97998,0.570038
1289.550049,0.5775279999999999
1295.109985,0.585119
1300.670044,0.591246
1306.23999,0.5992609999999999
1311.800049,0.60575
1317.359985,0.612718
1322.920044,0.618529
1328.48999,0.625025
1334.050049,0.630772
1339.609985,0.636328
1345.160034,0.6399239999999999
1350.719971,0.6429090000000001
1356.280029,0.643986
1361.839966,0.646425
1367.400024,0.650458
1372.949951,0.654704
1378.51001,0.6556
1384.069946,0.656822
1389.619995,0.656331
1395.170044,0.655325
1400.72998,0.65452
1406.280029,0.6510859999999999
1411.839966,0.645846
1417.390015,0.645066
1422.939941,0.647057
1428.48999,0.647397
1434.040039,0.649616
1439.589966,0.650593
1445.140015,0.651659
1450.689941,0.6542520000000001
1456.23999,0.657662
1461.790039,0.661292
1467.339966,0.662172
1472.890015,0.663642
1478.430054,0.666817
1483.97998,0.668374
1489.530029,0.671992
1495.069946,0.674977
1500.619995,0.679247
1506.160034,0.684036
1511.709961,0.685765
1517.25,0.688886
1522.800049,0.691675
1528.339966,0.693909
1533.880005,0.696742
1539.420044,0.698392
1544.969971,0.700212
1550.51001,0.7038800000000001
1556.050049,0.705309
1561.589966,0.709792
1567.130005,0.710769
1572.670044,0.714921
1578.209961,0.714553
1583.75,0.719017
1589.290039,0.720076
1594.829956,0.724808
1600.369995,0.7281569999999999
1605.910034,0.730777
1611.439941,0.735151
1616.97998,0.73822
1622.52002,0.739613
1628.050049,0.741826
1633.589966,0.741556
1639.130005,0.744613
1644.660034,0.746513
1650.199951,0.74766
1655.72998,0.74825
1661.27002,0.74587
1666.800049,0.745107
1672.339966,0.7424890000000001
1677.869995,0.7413310000000001
1683.400024,0.737873
1688.939941,0.729589
1694.469971,0.725096
1700,0.7182
1705.540039,0.71432
1711.069946,0.707869
1716.599976,0.699677
1722.130005,0.688608
1727.660034,0.675409
1733.189941,0.671864
1738.72998,0.683435
1744.26001,0.692429
1749.790039,0.6949930000000001
1755.319946,0.693407
1760.849976,0.6907909999999999
1766.380005,0.690005
1771.910034,0.69492
1777.439941,0.69889
1782.959961,0.7010149999999999
1788.48999,0.701501
1794.02002,0.702072
1799.550049,0.7017800000000001
1805.079956,0.701032
1810.609985,0.701329
1816.140015,0.700466
1821.660034,0.700196
1827.189941,0.701133
1832.719971,0.701141
1838.25,0.701982
1843.77002,0.704216
1849.300049,0.706051
1854.829956,0.707731
1860.349976,0.708549
1865.880005,0.706121
1871.410034,0.702308
1876.930054,0.699655
1882.459961,0.693394
1887.98999,0.68025
1893.51001,0.662859
1899.040039,0.640442
1904.560059,0.6196729999999999
1910.089966,0.603258
1915.609985,0.594126
1921.140015,0.5897140000000001
1926.670044,0.587008
1932.189941,0.58558
1937.719971,0.585448
1943.23999,0.588479
1948.77002,0.593862
1954.290039,0.598392
1959.819946,0.6034689999999999
1965.339966,0.609161
1970.869995,0.614514
1976.390015,0.6198899999999999
1981.920044,0.6256550000000001
1987.439941,0.629694
1992.959961,0.634596
1998.48999,0.638744
2004.01001,0.64236
2009.540039,0.644808
2015.060059,0.646738
2020.589966,0.646104
2026.109985,0.646162
2031.640015,0.6434439999999999
2037.160034,0.638716
2042.689941,0.633672
2048.209961,0.628333
2053.72998,0.622111
2059.26001,0.616675
2064.780029,0.611613
2070.310059,0.607719
2075.830078,0.603981
2081.360107,0.5997520000000001
2086.879883,0.5967520000000001
2092.409912,0.596192
2097.929932,0.5954520000000001
2103.459961,0.5954079999999999
2108.97998,0.596723
2114.51001,0.6004
2120.030029,0.60451
2125.560059,0.608008
2131.080078,0.610559
2136.610107,0.613707
2142.129883,0.614534
2147.659912,0.613953
2153.179932,0.613386
2158.709961,0.612644
2164.22998,0.611171
2169.76001,0.610194
2175.280029,0.609654
2180.810059,0.6087600000000001
2186.340088,0.606108
2191.860107,0.6028220000000001
2197.389893,0.5988180000000001
2202.919922,0.595145
2208.439941,0.592429
2213.969971,0.59564
2219.5,0.599543
2225.02002,0.602405
2230.550049,0.602956
2236.080078,0.6020800000000001
2241.610107,0.596688
2247.129883,0.5881930000000001
2252.659912,0.576843
2258.189941,0.5643050000000001
2263.719971,0.548654
2269.25,0.5353140000000001
2274.77002,0.526122
2280.300049,0.5221779999999999
2285.830078,0.517116
2291.360107,0.5095970000000001
2296.889893,0.491727
2302.419922,0.463471
2307.949951,0.42235200000000006
2313.47998,0.403758
2319.01001,0.451954
2324.540039,0.48226499999999994
2330.070068,0.48396999999999996
2335.600098,0.48035500000000003
2341.129883,0.47334499999999996
2346.669922,0.45268800000000003
2352.199951,0.434432
2357.72998,0.4537
2363.26001,0.460847
2368.790039,0.45593599999999995
2374.330078,0.45685699999999996
2379.860107,0.45118800000000003
2385.389893,0.44582200000000005
2390.929932,0.446604
2396.459961,0.448251
2401.98999,0.448568
2407.530029,0.44715699999999997
2413.060059,0.448758
2418.600098,0.449031
2424.129883,0.44918
2429.669922,0.44519899999999996
2435.209961,0.438292
2440.73999,0.433263
2446.280029,0.43649099999999996
2451.820068,0.44246800000000003
2457.350098,0.440989
2462.889893,0.438913
2468.429932,0.43513999999999997
2473.969971,0.433093
2479.51001,0.430675
2485.050049,0.427724
2490.590088,0.434433
2496.129883,0.441837
2501.669922,0.446586
