wavelength (nm),White 1
400.884766,0.318138
405.888672,0.357261
410.896851,0.384949
415.909332,0.405235
420.926147,0.417166
425.947266,0.427209
430.972687,0.439125
436.002411,0.45121
441.036438,0.458286
446.074799,0.466475
451.117432,0.471952
456.164398,0.479263
461.215668,0.485115
466.27124,0.490065
471.331116,0.493529
476.395325,0.496769
481.463806,0.500862
486.536621,0.503247
491.613739,0.50718
496.69516,0.510216
501.780914,0.514162
506.870941,0.515975
511.965302,0.518189
517.063965,0.521061
522.166931,0.522404
527.27417,0.525937
532.385742,0.529254
537.501648,0.530251
542.621826,0.531868
547.746338,0.535705
552.875183,0.539485
558.008301,0.542875
563.145691,0.547254
568.287415,0.551706
573.433472,0.556054
578.583862,0.562614
583.738525,0.56824
588.897461,0.574994
594.06073,0.584607
599.228333,0.594369
604.400208,0.603859
609.576416,0.609202
614.756958,0.613188
619.941772,0.616486
625.130859,0.615846
630.32428,0.617482
635.522034,0.616724
640.72406,0.617795
645.93042,0.618473
651.141113,0.616983
656.356079,0.618048
661.575378,0.619294
666.79895,0.620878
672.026855,0.622661
677.259033,0.626394
682.495544,0.629613
687.736389,0.634845
692.981506,0.64168
698.230957,0.646642
703.48468,0.654829
708.742737,0.660271
714.005127,0.668317
719.27179,0.673468
724.542725,0.678968
729.818054,0.685806
735.097595,0.689845
740.381531,0.690607
745.669739,0.692633
750.962219,0.699114
756.259094,0.702139
761.5601810000001,0.702899
766.865662,0.705002
772.175415,0.702928
777.489441,0.703319
782.8078,0.70604
788.130493,0.704975
793.457458,0.703849
798.788757,0.710557
804.124329,0.709239
809.464233,0.709506
814.808472,0.711769
820.156982,0.713252
825.509827,0.713613
830.866943,0.71827
836.228394,0.714716
841.594116,0.717554
846.964172,0.718669
852.338562,0.716524
857.717224,0.720063
863.10022,0.720816
868.487549,0.720545
873.87915,0.723167
879.275024,0.718534
884.675232,0.719439
890.079773,0.725227
895.488586,0.720831
900.901733,0.723154
906.319214,0.722566
911.740967,0.724086
917.166992,0.72342
922.597351,0.722542
928.032043,0.722742
933.471069,0.724026
938.914368,0.717369
944.361938,0.717013
949.813843,0.722076
955.270081,0.727324
960.730591,0.722335
966.195435,0.722897
971.664612,0.724296
977.138062,0.723187
982.615784,0.713677
988.097839,0.726867
993.584229,0.712155
999.074951,0.718901
999.25,None
1004.859985,0.744391
1010.460022,0.744654
1016.059998,0.745294
1021.659973,0.747488
1027.25,0.748367
1032.849976,0.749021
1038.449951,0.750063
1044.050049,0.751184
1049.640015,0.752538
1055.23999,0.753754
1060.829956,0.755038
1066.420044,0.75557
1072.01001,0.7567470000000001
1077.609985,0.757157
1083.199951,0.757727
1088.790039,0.758977
1094.369995,0.759981
1099.959961,0.760995
1105.550049,0.761601
1111.140015,0.762883
1116.719971,0.7636
1122.310059,0.764385
1127.890015,0.764211
1133.47998,0.765087
1139.060059,0.764996
1144.640015,0.764759
1150.219971,0.764892
1155.800049,0.7643439999999999
1161.390015,0.7640859999999999
1166.959961,0.763135
1172.540039,0.76363
1178.119995,0.764077
1183.699951,0.763811
1189.280029,0.763803
1194.849976,0.764504
1200.430054,0.7651180000000001
1206.0,0.765245
1211.579956,0.766383
1217.150024,0.7669630000000001
1222.719971,0.7676850000000001
1228.290039,0.769105
1233.869995,0.770285
1239.439941,0.7711680000000001
1245.01001,0.772544
1250.579956,0.773307
1256.150024,0.773559
1261.709961,0.774612
1267.280029,0.775274
1272.849976,0.7756460000000001
1278.410034,0.776093
1283.97998,0.776521
1289.550049,0.777798
1295.109985,0.777805
1300.670044,0.778817
1306.23999,0.7799729999999999
1311.800049,0.7805770000000001
1317.359985,0.7811100000000001
1322.920044,0.781547
1328.48999,0.781842
1334.050049,0.782116
1339.609985,0.7814760000000001
1345.160034,0.781277
1350.719971,0.780233
1356.280029,0.77903
1361.839966,0.776419
1367.400024,0.774543
1372.949951,0.773796
1378.51001,0.7756270000000001
1384.069946,0.7741399999999999
1389.619995,0.773877
1395.170044,0.7728520000000001
1400.72998,0.770494
1406.280029,0.767165
1411.839966,0.7650859999999999
1417.390015,0.761491
1422.939941,0.7597659999999999
1428.48999,0.757197
1434.040039,0.75488
1439.589966,0.755141
1445.140015,0.75416
1450.689941,0.753127
1456.23999,0.754369
1461.790039,0.755514
1467.339966,0.75572
1472.890015,0.756523
1478.430054,0.758947
1483.97998,0.7588159999999999
1489.530029,0.7590439999999999
1495.069946,0.758085
1500.619995,0.758912
1506.160034,0.758907
1511.709961,0.760919
1517.25,0.7624850000000001
1522.800049,0.7609020000000001
1528.339966,0.761925
1533.880005,0.764718
1539.420044,0.7640060000000001
1544.969971,0.766467
1550.51001,0.7670710000000001
1556.050049,0.76995
1561.589966,0.769025
1567.130005,0.773967
1572.670044,0.773831
1578.209961,0.775122
1583.75,0.7752760000000001
1589.290039,0.777791
1594.829956,0.776939
1600.369995,0.778274
1605.910034,0.780714
1611.439941,0.782713
1616.97998,0.782486
1622.52002,0.783895
1628.050049,0.78258
1633.589966,0.7838729999999999
1639.130005,0.7815979999999999
1644.660034,0.781216
1650.199951,0.7807430000000001
1655.72998,0.781551
1661.27002,0.779075
1666.800049,0.776856
1672.339966,0.772501
1677.869995,0.768552
1683.400024,0.763335
1688.939941,0.758972
1694.469971,0.753905
1700.0,0.7519100000000001
1705.540039,0.749347
1711.069946,0.748733
1716.599976,0.7472770000000001
1722.130005,0.744071
1727.660034,0.739873
1733.189941,0.738295
1738.72998,0.735822
1744.26001,0.736207
1749.790039,0.73515
1755.319946,0.735762
1760.849976,0.7355510000000001
1766.380005,0.736011
1771.910034,0.737564
1777.439941,0.738835
1782.959961,0.7379939999999999
1788.48999,0.737958
1794.02002,0.7370369999999999
1799.550049,0.737164
1805.079956,0.736591
1810.609985,0.736613
1816.140015,0.735734
1821.660034,0.735118
1827.189941,0.733993
1832.719971,0.734003
1838.25,0.732544
1843.77002,0.7320979999999999
1849.300049,0.7326
1854.829956,0.73329
1860.349976,0.732965
1865.880005,0.732079
1871.410034,0.72905
1876.930054,0.7233069999999999
1882.459961,0.720093
1887.98999,0.715332
1893.51001,0.7051569999999999
1899.040039,0.6928380000000001
1904.560059,0.6766300000000001
1910.089966,0.661511
1915.609985,0.6485529999999999
1921.140015,0.637548
1926.670044,0.6288189999999999
1932.189941,0.623526
1937.719971,0.618472
1943.23999,0.6171439999999999
1948.77002,0.617306
1954.290039,0.618853
1959.819946,0.6210829999999999
1965.339966,0.623512
1970.869995,0.627437
1976.390015,0.630641
1981.920044,0.633716
1987.439941,0.636844
1992.959961,0.6416470000000001
1998.48999,0.645704
2004.01001,0.6477430000000001
2009.540039,0.651544
2015.060059,0.653975
2020.589966,0.655086
2026.109985,0.6548229999999999
2031.640015,0.654674
2037.160034,0.652412
2042.689941,0.6501560000000001
2048.209961,0.646878
2053.72998,0.644824
2059.26001,0.64469
2064.780029,0.646254
2070.310059,0.648962
2075.830078,0.653672
2081.360107,0.657261
2086.879883,0.6613859999999999
2092.409912,0.6637149999999999
2097.929932,0.665504
2103.459961,0.666127
2108.97998,0.6658029999999999
2114.51001,0.665153
2120.030029,0.665852
2125.560059,0.666143
2131.080078,0.6649609999999999
2136.610107,0.662944
2142.129883,0.659369
2147.659912,0.65399
2153.179932,0.647935
2158.709961,0.6421720000000001
2164.22998,0.636813
2169.76001,0.630239
2175.280029,0.624363
2180.810059,0.620884
2186.340088,0.6183310000000001
2191.860107,0.615306
2197.389893,0.613172
2202.919922,0.6104970000000001
2208.439941,0.6110220000000001
2213.969971,0.609928
2219.5,0.610325
2225.02002,0.613067
2230.550049,0.615386
2236.080078,0.615862
2241.610107,0.616066
2247.129883,0.611838
2252.659912,0.606813
2258.189941,0.5989949999999999
2263.719971,0.5938899999999999
2269.25,0.588743
2274.77002,0.586056
2280.300049,0.5836020000000001
2285.830078,0.580122
2291.360107,0.577144
2296.889893,0.575381
2302.419922,0.576403
2307.949951,0.578024
2313.47998,0.5790609999999999
2319.01001,0.580579
2324.540039,0.581833
2330.070068,0.581675
2335.600098,0.58136
2341.129883,0.58065
2346.669922,0.5808770000000001
2352.199951,0.582741
2357.72998,0.584708
2363.26001,0.589933
2368.790039,0.592713
2374.330078,0.594068
2379.860107,0.595042
2385.389893,0.594427
2390.929932,0.5957399999999999
2396.459961,0.59687
2401.98999,0.595608
2407.530029,0.59526
2413.060059,0.593356
2418.600098,0.591603
2424.129883,0.589071
2429.669922,0.585959
2435.209961,0.5819439999999999
2440.73999,0.576729
2446.280029,0.570284
2451.820068,0.565066
2457.350098,0.55821
2462.889893,0.552796
2468.429932,0.5458970000000001
2473.969971,0.5398310000000001
2479.51001,0.53475
2485.050049,0.529273
2490.590088,0.5257229999999999
2496.129883,0.522475
2501.669922,0.519247
