wavelength (nm),Blue 1
2131.080078,0.572314
2136.610107,0.576797
2142.129883,0.5819449999999999
2147.659912,0.584851
2153.179932,0.586396
2158.709961,0.586194
2164.22998,0.587163
2169.76001,0.588258
2175.280029,0.589857
2180.810059,0.5915
2186.340088,0.5912890000000001
2191.860107,0.5915239999999999
2197.389893,0.5909270000000001
2202.919922,0.590903
2208.439941,0.5891689999999999
2213.969971,0.5873010000000001
2219.5,0.59158
2225.02002,0.594328
2230.550049,0.597751
2236.080078,0.597384
2241.610107,0.595821
2247.129883,0.58918
2252.659912,0.579466
2258.189941,0.566136
2263.719971,0.55152
2269.25,0.535415
2274.77002,0.525369
2280.300049,0.520559
2285.830078,0.522153
2291.360107,0.52346
2296.889893,0.5245380000000001
2302.419922,0.521197
2307.949951,0.517504
2313.47998,0.513107
2319.01001,0.510208
2324.540039,0.508033
2330.070068,0.506229
2335.600098,0.503792
2341.129883,0.502368
2346.669922,0.503513
2352.199951,0.505021
2357.72998,0.505058
2363.26001,0.504365
2368.790039,0.502552
2374.330078,0.50305
2379.860107,0.505302
2385.389893,0.509436
2390.929932,0.511469
2396.459961,0.511289
2401.98999,0.511777
2407.530029,0.511007
2413.060059,0.50854
2418.600098,0.506947
2424.129883,0.505033
2429.669922,0.501309
2435.209961,0.49525399999999997
2440.73999,0.488518
2446.280029,0.47894799999999993
2451.820068,0.47100299999999995
2457.350098,0.46182
2462.889893,0.452665
2468.429932,0.442446
2473.969971,0.43532
2479.51001,0.426447
2485.050049,0.42263
2490.590088,0.419126
2496.129883,0.420687
2501.669922,0.422205
