wavelength (nm),ROI 2
0.400884766,0.01978
0.405888672,0.032559
0.410896851,0.044838
0.415909332,0.054013
0.42092614700000003,0.058763
0.425947266,0.060853
0.430972687,0.065115
0.436002411,0.066836
0.441036438,0.068836
0.44607479899999997,0.068505
0.451117432,0.069528
0.456164398,0.069671
0.46121566799999997,0.068624
0.46627124,0.067214
0.471331116,0.066096
0.47639532500000004,0.064563
0.481463806,0.06326
0.486536621,0.061634
0.491613739,0.05985
0.49669515999999997,0.057709
0.501780914,0.056031
0.506870941,0.054579
0.511965302,0.052796
0.5170639650000001,0.050588
0.522166931,0.048912
0.52727417,0.047542
0.532385742,0.045549
0.537501648,0.044313
0.5426218260000001,0.042913
0.547746338,0.042227
0.552875183,0.041058
0.558008301,0.040014
0.563145691,0.038764
0.568287415,0.038464
0.573433472,0.037368
0.578583862,0.036873
0.583738525,0.036172
0.5888974610000001,0.035287
0.59406073,0.034884
0.599228333,0.034229
0.604400208,0.033726
0.609576416,0.033442
0.6147569580000001,0.03274
0.619941772,0.03252
0.625130859,0.031921
0.6303242800000001,0.031741
0.635522034,0.031393
0.64072406,0.031236
0.64593042,0.031113
0.651141113,0.030485
0.656356079,0.030848
0.661575378,0.03075
0.66679895,0.030741
0.6720268549999999,0.03073
0.677259033,0.031429
0.682495544,0.032246
0.687736389,0.033464
0.692981506,0.033536
0.698230957,0.034602
0.70348468,0.036219
0.708742737,0.038152
0.714005127,0.040234
0.71927179,0.042584
0.724542725,0.044634
0.729818054,0.047527
0.7350975949999999,0.049534
0.740381531,0.050241
0.745669739,0.052071
0.750962219,0.053184
0.756259094,0.053566
0.761560181,0.055291
0.7668656620000001,0.055085
0.7721754150000001,0.056655
0.7774894410000001,0.056653
0.7828078,0.056552
0.788130493,0.058249
0.793457458,0.060458
0.7987887570000001,0.06001
0.804124329,0.061952
0.809464233,0.061502
0.8148084720000001,0.063558
0.820156982,0.065789
0.825509827,0.065263
0.830866943,0.065332
0.8362283939999999,0.068139
0.841594116,0.070112
0.846964172,0.069353
0.852338562,0.071543
0.857717224,0.072993
0.8631002200000001,0.074581
0.8684875489999999,0.074855
0.8738791499999999,0.077932
0.879275024,0.078777
0.8846752320000001,0.080912
0.8900797730000001,0.082925
0.895488586,0.081793
0.900901733,0.08261
0.906319214,0.085954
0.911740967,0.087193
0.9171669920000001,0.088533
0.922597351,0.091099
0.9280320430000001,0.092486
0.9334710690000001,0.092444
0.9389143679999999,0.096288
0.944361938,0.097941
0.949813843,0.101295
0.955270081,0.101973
0.960730591,0.101838
0.9661954349999999,0.105943
0.971664612,0.105583
0.977138062,0.111584
0.9826157839999999,0.111047
0.988097839,0.115121
0.9935842290000001,0.115748
0.9990749510000001,0.124582
1.004859985,0.143627
1.010460022,0.147451
1.016059998,0.152529
1.021659973,0.156401
1.02725,0.16068
1.032849976,0.166016
1.038449951,0.170577
1.044050049,0.17639200000000002
1.049640015,0.180884
1.05523999,0.187192
1.060829956,0.19298800000000002
1.066420044,0.198353
1.07201001,0.204458
1.077609985,0.210642
1.083199951,0.217036
1.088790039,0.223592
1.094369995,0.23018400000000003
1.099959961,0.237258
1.1055500489999999,0.244404
1.111140015,0.25201999999999997
1.116719971,0.25912399999999997
1.122310059,0.26707
1.127890015,0.274107
1.1334799800000002,0.281681
1.139060059,0.289132
1.144640015,0.296437
1.150219971,0.303149
1.155800049,0.310019
1.161390015,0.317718
1.166959961,0.32387699999999997
1.172540039,0.33113400000000004
1.178119995,0.33801
1.1836999510000001,0.344833
1.189280029,0.35215799999999997
1.194849976,0.359308
1.200430054,0.36688699999999996
1.206,0.374834
1.211579956,0.38293499999999997
1.217150024,0.39121999999999996
1.222719971,0.39921599999999996
1.228290039,0.407941
1.233869995,0.416303
1.239439941,0.424572
1.24501001,0.433091
1.250579956,0.441097
1.256150024,0.449588
1.261709961,0.45734300000000006
1.267280029,0.465003
1.272849976,0.471642
1.278410034,0.47894499999999995
1.28397998,0.486397
1.289550049,0.494296
1.295109985,0.501698
1.3006700439999999,0.508204
1.3062399900000001,0.51539
1.311800049,0.522138
1.317359985,0.528001
1.322920044,0.5333060000000001
1.32848999,0.539047
1.334050049,0.543786
1.339609985,0.547779
1.345160034,0.551199
1.350719971,0.552467
1.356280029,0.553437
1.361839966,0.552817
1.367400024,0.55305
1.372949951,0.553493
1.37851001,0.5564939999999999
1.384069946,0.5554939999999999
1.389619995,0.5559850000000001
1.3951700439999999,0.5538930000000001
1.4007299800000002,0.549864
1.406280029,0.5447609999999999
1.411839966,0.537972
1.417390015,0.52772
1.422939941,0.521601
1.42848999,0.5151319999999999
1.4340400389999999,0.512712
1.439589966,0.5101680000000001
1.445140015,0.510257
1.450689941,0.509436
1.45623999,0.510893
1.461790039,0.5114569999999999
1.467339966,0.512651
1.472890015,0.512971
1.478430054,0.514729
1.48397998,0.514763
1.489530029,0.515212
1.495069946,0.515205
1.500619995,0.513606
1.506160034,0.515458
1.511709961,0.520038
1.51725,0.519936
1.522800049,0.5238119999999999
1.528339966,0.525628
1.5338800049999999,0.528937
1.5394200439999999,0.529151
1.544969971,0.533989
1.55051001,0.536623
1.556050049,0.541226
1.561589966,0.5469310000000001
1.5671300049999999,0.550442
1.5726700439999999,0.551427
1.578209961,0.554733
1.58375,0.5572590000000001
1.589290039,0.5606899999999999
1.594829956,0.565489
1.600369995,0.5731109999999999
1.605910034,0.5800960000000001
1.611439941,0.585345
1.61697998,0.5909770000000001
1.6225200199999998,0.595609
1.628050049,0.6005020000000001
1.633589966,0.6056600000000001
1.639130005,0.60853
1.644660034,0.612398
1.650199951,0.612576
1.65572998,0.615991
1.66127002,0.616555
1.666800049,0.613382
1.672339966,0.611196
1.677869995,0.604953
1.683400024,0.598493
1.6889399410000001,0.5928899999999999
1.694469971,0.588006
1.7,0.584397
1.705540039,0.582082
1.711069946,0.580601
1.716599976,0.57758
1.722130005,0.575038
1.727660034,0.570403
1.733189941,0.568497
1.73872998,0.567642
1.7442600099999999,0.56803
1.749790039,0.566908
1.755319946,0.5689960000000001
1.760849976,0.568945
1.766380005,0.570469
1.771910034,0.5722649999999999
1.7774399410000001,0.5746319999999999
1.782959961,0.575405
1.78848999,0.5766479999999999
1.7940200199999998,0.578285
1.799550049,0.57991
1.805079956,0.580296
1.8106099850000001,0.582588
1.816140015,0.5827479999999999
1.821660034,0.583723
1.827189941,0.584976
1.832719971,0.585892
1.83825,0.586666
1.84377002,0.5883550000000001
1.849300049,0.591586
1.8548299560000001,0.593605
1.860349976,0.593679
1.865880005,0.593066
1.871410034,0.5878869999999999
1.876930054,0.579377
1.8824599610000001,0.571178
1.8879899900000001,0.557663
1.89351001,0.5341600000000001
1.899040039,0.505871
1.9045600589999998,0.47326999999999997
1.910089966,0.445144
1.9156099850000001,0.42166099999999995
1.921140015,0.406512
1.926670044,0.394815
1.932189941,0.389117
1.937719971,0.385075
1.9432399900000001,0.384861
1.94877002,0.38655300000000004
1.954290039,0.39127399999999996
1.959819946,0.397044
1.965339966,0.403553
1.970869995,0.408571
1.976390015,0.41596000000000005
1.981920044,0.42235600000000006
1.987439941,0.42924700000000005
1.992959961,0.43494799999999995
1.99848999,0.439776
2.00401001,0.44364899999999996
2.009540039,0.445641
2.015060059,0.444859
2.020589966,0.442155
2.026109985,0.437676
2.031640015,0.431075
2.037160034,0.422041
2.042689941,0.41021499999999994
2.048209961,0.397298
